mergedTuple,Entry,KE (MeV),px,py,pz,KE,px,py,pz
137,10,4867.89,129.89,556.17,4938.87,188.67,-269.66,-430.33,362.83
137,11,2944.85,540.29,-395.49,2973.59,193.06,-586.43,161.01,172.15
137,12,6820.95,404.32,496.05,6895.52,165.38,-470.98,-144.51,308.04
138,0,4549.76,-510.18,294.98,4616.11,154.92,312.32,-308.31,349.32
138,1,4406.58,-620.15,366.72,4452.44,320.76,649.14,-74.27,527
138,3,4184.64,-292.27,-509.43,4247.95,164.19,412.74,132.3,383.56
138,4,325.71,75.75,-266.11,312.94,341.68,-129.71,463.42,725.36
138,10,3054.97,-389.1,448.05,3101.98,156.96,441.9,118.27,331.39
138,12,5447.37,437.24,246.5,5528.64,171.68,350.22,154.4,452.83
138,13,3911.68,-473.62,149.62,3984.47,335.66,488.01,-289.58,648.34
138,14,3978.22,22.5,-495.92,4051.57,151.62,249.42,291.07,400.62
138,15,4076.52,-273.57,-226.21,4165.1,188.7,405.09,353.36,317.26
138,20,4647.47,-245.43,-341.58,4732.66,176.85,348.54,-207.84,445.39
138,26,4282.5,427.65,-243.98,4358.52,204.23,-480.28,237.36,371.27
138,27,5502.3,301.23,474.06,5578.11,260.33,-278.16,-523.27,452.73
138,28,3848.01,-152.49,633.58,3897.51,266.21,131.68,-440.24,599.28
138,30,5264.45,-40.38,522.08,5342.82,308.07,217.24,-267.51,744.37
138,32,6068.6,-306.93,-513.88,6143.62,320.2,217.46,510.55,628.7
138,33,6230.99,142.22,-570.53,6307.77,247.78,-257.26,408.8,541.24
138,37,4215.53,-259.77,-659.71,4260.66,243.14,291.55,261.65,601.49
138,41,3647.97,697.24,-140.45,3683.46,198.99,-148.22,-275.32,561.37
138,45,4582.96,511.3,-336.71,4646.63,170.94,-363.72,-70.71,461.1
138,49,488.32,126.8,20.4,569.66,215.97,-502.3,-82.54,438.96
139,0,5842.1,21,640.9,5911.5,1494.4,7.9,640.9,2231.2
139,2,3271,439.4,-268.3,3334.8,1463.8,287.9,-175.8,2185.2
139,3,5485.6,705.5,157,5542.7,1447.5,276.8,61.6,2174.9
139,4,2699,371.8,-521.7,2727.8,1254.1,262.9,-368.9,1928.8
139,5,5391.4,657.9,316.9,5446.7,1385.3,254.4,122.6,2106.7
139,6,2883.9,-268.5,175.9,2969.8,1541.7,-206.3,135.2,2282.2
139,7,5948.3,375.6,-197.7,6037.5,1248.6,122.6,-64.5,1970.4
139,8,5172.78,-74.55,982.74,5183.88,1746.46,-35.54,468.44,2470.98
139,10,2830.91,193.67,624.25,2860.3,1325.58,135.98,438.31,2008.32
139,11,2853.25,-380.86,127.67,2928.97,1449.78,-282.88,94.83,2175.46
139,12,5042.18,446.38,-265.56,5119.83,1241.55,170.65,-101.53,1957.34
139,13,3394.65,-327.86,82.11,3481.71,1520.04,-212.95,53.33,2261.4
139,14,3249.32,752.88,-294.07,3253.78,1784.62,573.97,-224.19,2480.55
139,15,4611.87,-500.51,-78.8,4688.4,1386.92,-225.78,-35.55,2114.98
139,16,3838.13,433.33,-606.93,3870.55,1348.43,229.23,-321.07,2047.51
139,18,2716.58,433.6,-37.1,2785.84,1225.05,299.73,-25.65,1925.73
139,19,5927.85,-364.05,-130.25,6019.53,1729.89,-150.74,-53.93,2492.42
139,20,5518.95,152.52,-387.73,5607.52,1316.42,55.61,-141.36,2044.38
139,23,2886.4,-357.71,161.12,2963.7,1379.15,-253.52,114.19,2100.48
139,24,3712.41,85.04,433.33,3790.33,1528.26,50.83,259.01,2265.59
139,25,2566.7,-406.59,-227.68,2628.65,1310.82,-311.28,-174.31,2012.48
139,29,4256.04,476.67,208.77,4328.61,1447.03,239.75,105.01,2177.16
139,30,3301.98,-455.63,421.85,3348.28,1257.69,-265.62,245.93,1951.97
139,34,3840.53,-446.44,380.91,3900.23,1488.92,-253.36,216.17,2213.41
139,35,6148.32,456.24,565.42,6210.08,1331.83,150.82,186.92,2052.95
139,36,2590.46,399.16,-241.19,2652.74,1297.94,300.79,-181.75,1999.02
139,37,3537.25,578.18,255.05,3585.47,1329.72,327.88,144.64,2033.29
139,44,4584.69,-262.96,371.14,4666.4,1520.72,-127.47,179.91,2262.04
139,45,3994.56,-372.42,-197.53,4076.47,1533.36,-207.78,-110.2,2274.3
139,46,6758.49,-611.32,-152.15,6833.71,1324.84,-183.44,-45.65,2050.58
139,48,2513.93,-27.04,539.75,2560.41,1239.16,-20.3,405.25,1922.38
140,0,1187.01,-289.33,519.41,1142.27,395.47,462.53,-477.58,675.48
140,1,3253.7,381.91,401.64,3310.99,187.94,-408.88,-277.57,379.05
140,2,4012.02,-118.15,454.95,4088.75,173.61,207.43,-505.03,240.33
140,4,2310.65,-319.45,-219.54,2382.03,343.27,510.81,406.77,579.15
140,5,3278.45,131.72,505.8,3341.19,190.63,258.73,-369.5,436.44
140,6,5931.27,-117.89,487.57,6014.47,157.11,122.91,-212.26,509.17
140,8,5861.31,-262.77,-507.79,5937.92,177.61,271.81,328.63,427.62
140,9,5895.88,346.38,-545.37,5965.07,189.68,-155.01,221.3,564.65
140,10,3881.4,0.57,-484.49,3955.46,311.12,-278.07,554.84,543.4
140,11,6545.58,-384.93,-674.64,6604.23,167.16,242.67,258.08,464.8
140,12,4915.61,95.66,679.54,4972.38,306.13,-91.35,-678.25,446.83
140,13,164.79,70.04,1.83,238.44,193.4,-200.98,165.9,576.47
140,14,5020.82,663.15,255.4,5075.23,157.17,-462.2,-9.62,325.31
140,15,2268.25,-499.8,267.99,2302.1,171.36,263.1,-249.6,468.32
140,17,2775.69,-40.49,-660.57,2801.67,292.84,-193.92,80.4,768.79
140,18,2600.52,58.2,-566.19,2642.88,378.53,117.55,566.52,720.17
140,21,5171.62,659.12,485.96,5211.63,747.77,-732.95,-686.53,976.45
140,23,4392.42,246.17,-508.14,4460.6,202.62,-300.37,527.78,228.89
140,25,4900.49,490.61,195.04,4976.46,171.41,303.76,217.51,459.75
140,29,2129.11,-387.56,-235.68,2185.05,121.9,216.65,216.72,386.82
140,30,3820.95,-261.22,661.88,3859.5,224.49,187.15,-563.59,344.8
140,31,5586.07,646.59,114.23,5652.09,250.51,-393.29,-65.69,611.33
140,35,5684.91,445.37,-407.9,5757.37,226.77,-393.81,406.74,395.39
140,36,5723.74,455.8,-406.13,5795.73,166.09,-510.64,161.29,228.91
140,37,4077.78,1089.42,-151.29,4034.22,201.1,-394.49,-189.01,475.77
140,38,3002.83,-11.76,580.7,3051.27,201.24,-197.5,135.83,600.48
140,40,2435.81,496.4,-153.48,2484.9,316.62,-353.4,76.19,750.68
140,41,5495.51,-334.69,-320.53,5580.32,231.36,337.06,320.51,520.79
140,43,2895.15,-458.87,304.46,2947.31,328.15,504.21,-420.54,540.57
140,44,3911.7,122.36,485.03,3984.04,486.01,-407.32,-454.12,880.82
140,45,4453.75,-356.09,340.25,4530.85,154.03,224.69,-371.88,351.99
140,47,5476.36,-935.01,-843.77,5436.39,481.51,476.03,458.47,835.69
140,48,202.62,-300.37,527.78,228.89,348.74,-40.02,410.9,778.09
140,49,5538.16,270.56,-413.6,5620.49,198.87,-183.24,537.65,299.98
140,50,6712.91,433.63,-129.65,6802.06,142.35,-267.01,158.47,436.93
141,1,5683.41,-279.6,-484.64,5760.35,241.69,288.56,441.01,483.8
141,2,5048.12,264.58,-425.9,5127.6,160.62,-170.16,-204.71,506.23
141,3,5136.45,-166.75,-569.28,5206.71,287.4,-571.63,-264.05,-474.63
141,4,3667.19,446.33,18.2,3744.18,227.78,-554.87,17.62,413.52
141,6,5796.17,416.59,-229.18,5881.05,301.28,-463.95,33.19,663.05
141,9,3626.19,-434.13,-191.16,3699.43,310.75,505.97,316.58,568.61
141,10,4252.82,-192.63,428.76,4331.12,284.12,390.3,-170.27,657.58
141,11,3636.73,545.46,93.05,3699.1,141.2,-344.47,-191.37,359.92
141,14,4412.8,474.99,-338.98,4478.72,160.59,-252.81,430.05,279.66
141,17,4510.43,-380.55,-416.3,4579.63,230.43,456.81,-228.38,473.87
141,18,6637.06,718.83,213.6,6699.4,372.04,-754.61,-93.66,508.09
141,19,6961.91,561.59,-17.8,7043.76,190.45,-456.8,-310.46,297.49
141,20,4756.25,-45.68,520.12,4831.99,301.69,180.99,-20.22,789.83
141,22,3195.22,711.42,-56.71,3220.42,201.42,-278.93,-3.02,583.63
141,23,5356.62,552.32,-209.98,5428.55,165.67,-330.79,301.6,371.29
141,24,4823.31,368.51,423.76,4895.09,188.63,-296.87,-178.34,519.14
141,30,1134.5,-305.33,-760.77,923.76,952.31,740.89,25.7,1464.19
141,32,5467.97,-247.44,692.2,5523.27,199.36,197.85,-30.11,611.3
141,36,4245.16,513.11,338.73,4305.21,211.65,-374.33,-283.09,470.72
141,37,469.16,209.44,-16.43,523.93,391.4,-551.94,276.2,711.71
141,38,2753.78,411.39,-227.71,2817.88,207.8,-488.26,175.69,404.66
141,40,3973.32,364.41,616.97,4013.5,199.39,-454.04,-185.23,416.35
141,41,7165.48,477.51,-307.11,7247.51,403.6,-563.24,578.93,517.36
141,42,4738.67,-335.24,3.04,4830.91,207.67,509.58,185.18,372.51
141,43,2820.14,-171.18,-387.6,2892.38,179.43,215.02,509.13,251.72
141,46,6778.82,493.85,-505.43,6846.65,359.65,-514.49,559.97,475.18
141,48,4271.22,-305.42,-117.44,4362.71,176.55,489.67,286.11,201.85
141,49,5026.84,389.21,168.31,5113.21,296.23,-420.96,-252.56,634.41
141,50,5855.75,-158.75,-532.58,5933.86,154.02,141.05,385.5,379.67
142,0,5013.32,-294.09,-627.15,5070.14,1277.19,-115.33,-245.95,1988.33
142,1,5322,698.51,-197.28,5377.22,1555.42,297.41,-84,2289.5
142,2,4354.73,457.79,531.07,4403.01,1323.83,211.33,245.16,2032.56
142,4,2850.53,471.1,335.46,2896.49,1505.54,359.88,256.26,2212.66
142,5,5799.37,707.82,49.56,5860.64,1290.38,242.36,16.97,2006.69
142,6,162.34,112.87,205.98,72.65,285.8,360.86,658.54,232.25
142,7,5042.15,564.22,268.93,5107.98,1321.58,225.39,107.43,2040.47
142,8,5181.91,-23.57,463.43,5265.46,1439.06,-9.74,191.49,2175.73
142,12,5604.8,-99.13,-575.2,5678.92,1386.23,-36.92,-214.26,2115.41
142,13,5281.2,-57.05,-653.04,5345.13,1228.1,-20.68,-236.77,1937.95
142,20,4357.66,-237.1,382.39,4438.67,1522.74,-120.9,194.99,2263.35
142,21,5719.47,173.57,-516.86,5797.94,1374.7,63.01,-187.62,2104.65
142,23,5873,199.25,-586.85,5944.86,1401.57,71.45,-210.44,2131.75
142,29,137.35,113.9,130.04,133.52,283.48,407.98,465.81,478.27
142,32,5380.98,-183.66,654.07,5442.74,1359.25,-70.22,250.07,2080.88
143,0,5515.2,61.12,-681.32,5577.43,307.48,236.22,635.4,460.26
143,1,6203.67,512.94,123.84,6285.69,159.92,-408.28,-6.14,398.58
143,2,6567.34,698.83,-124.41,6633.64,201.33,-459.29,36.34,453.84
143,3,5421.21,-445.19,-5.79,5507.24,194.94,134,71.6,616.95
143,5,5476.64,93.08,701.79,5535.57,194,-186.78,-339.89,501.16
143,8,3625.73,663.61,139.95,3667.06,273.68,-522.84,-375.17,417.37
143,9,273.68,-522.84,-375.17,417.37,192.57,474.17,24.2,415.84
143,11,5300.64,-36.83,471.4,5383.89,272.72,457.92,-217.21,573.7
143,12,6010.8,446.73,-444.61,6082.33,195,-485.34,266.1,312.24
143,14,5058.76,99.86,417.91,5144.78,217.11,-221.58,-367.29,520.02
143,16,4546.13,-286.22,505.83,4613.48,316.85,203.65,-653.97,475.04
143,17,5927.86,-329.61,-154.5,6020.95,248.37,232.84,437.5,531.06
143,19,2084.11,285.54,324.62,2143.42,248.63,-503.47,-337.94,400.69
143,21,3617.97,-369.35,389.17,3682.61,3617.97,-369.35,389.17,3682.61
143,23,4192.42,234.67,656.45,4239.19,191.02,-260.81,146.2,552.66
143,25,3905.05,-396.2,-270.18,3979.88,249.19,481.35,457.57,297.52
143,28,4950.76,546.89,385.55,5010.18,147.89,-310.16,-275.48,356.68
143,32,5942.53,72.36,-672.53,6008.66,187.87,-388.93,268.7,405.31
143,33,4109.85,-293.2,-453.06,4178.84,305.11,235.14,685.93,373.75
143,36,7276.44,588.38,468.53,7342.27,338.23,-492.08,-615.32,357.98
143,41,3006.84,-456.13,-192.03,3070.44,3006.84,-456.13,-192.03,3070.44
143,42,2825.77,427.95,353.64,2875.79,178.11,-223.18,-470.58,307.6
143,43,3196.9,-257.92,-13.92,3290.11,172.86,345.89,180.87,449.24
143,45,4088.23,-374.42,284.4,4165.46,194.19,423.48,-315.66,350.77
143,46,2468.25,583.86,-35.24,2503.68,166.9,-154.83,149.87,542.7
143,47,6000.77,-144.63,-548.61,6078.45,292.36,145.84,578.09,527.71
143,49,7213.89,544.15,-526.71,7278.85,430.35,-499.87,490.76,708.4
143,50,4872.84,0.71,-605.07,4939.82,239.69,-110.88,663.69,233.11
144,0,4652.39,550.24,420.42,4705.56,346.7,-674.85,-326.74,456.54
144,3,156.63,-79.82,65.15,216.36,315.39,-276.9,226.03,750.59
144,4,4976.08,-365.27,471,5044.91,182.97,447.44,-303.04,291.02
144,5,4365.37,203.11,-608.46,4422.87,179.59,479.92,79.15,364.1
144,6,5213.04,678.13,183.05,5270.4,171.62,-245.79,318.13,435.66
144,8,4049.93,702.15,209.74,4088.45,208.02,-348.4,-305.55,467.72
144,9,5345.15,446.94,-430.53,5413.69,299.15,-581.32,366.98,422
144,10,2621.35,-298.92,344.67,2685.86,131.03,264.05,-229.58,374.92
144,11,1949.32,-48.8,560.61,1972.95,295.74,-91.73,-627.26,490.31
144,12,2792.68,45.23,-579.26,2836.88,227.4,-76.39,607.66,321.3
144,14,6704.4,71.24,-486.11,6790.84,339.37,-407.36,183.73,743.05
144,16,2664.03,-393.89,-141.79,2735.19,253.59,493.93,71.05,539.46
144,17,3885.14,-474.21,-250.96,3952.51,199.61,121.33,204.74,598.06
144,20,2084.58,426.68,42.59,2144.62,367.59,-534.76,59.5,731.58
144,21,6196.3,715.55,-147.58,6257.92,325.58,-801.06,-74.57,263.69
144,22,2306.75,443.06,33.87,2368.13,373.94,-217.21,181.66,872.45
144,26,3902.65,544.19,-19.06,3969.1,117.35,-386.72,44.48,287.05
144,27,3513.4,65.15,-508.49,3580.37,314.98,-351.87,470.74,587.12
144,33,5250.09,-152.54,-584.85,5319.83,136.9,109.81,461.08,225.64
144,34,5500.42,275.9,602.73,5565.1,230.06,-252.79,-565.39,317.71
144,35,5832.28,354.55,-598.22,5895.49,134.55,-270.67,378.3,232.69
144,37,5650.17,539.63,529.22,5704.35,228.38,-532.71,-376.73,234.29
144,38,4577.97,257.76,-625.66,4632.64,678.95,-378.83,162.27,1250.94
144,40,4778.82,-341.36,-576.67,4836.48,131.59,158.92,333.55,357.3
144,41,5945.79,575.19,165.72,6020.19,260.37,-383.14,-179.75,614.12
144,42,2528.91,146.26,400.69,2597.02,270.96,-73.58,-393.65,649.12
144,43,6030.22,-208.28,-538.9,6107.05,191.47,408.26,418.13,233.11
144,46,4633.91,557.4,-236.41,4698.9,116.62,-178.84,-153.31,420.58
144,47,2112.15,-558.93,16.09,2142.91,170.54,408.54,-169.88,391.47
144,48,5062.59,105.33,-570.47,5133.85,558.56,-175.93,-101.22,1148.32
144,49,4689.11,278.66,-485.82,4760.13,161.13,-144.79,471.02,292.27
145,0,5529.81,-497.4,-209.38,5607.92,156.89,511.15,152.5,185.53
145,1,2976.41,37.17,-434.34,3048.61,406.93,365.29,890.79,45.32
145,2,5200.56,-420.24,362.67,5275.39,218.89,608.33,-225.03,194.54
145,3,4049.17,90.23,472.5,4124.89,155.22,-137.5,-484.82,247.65
145,4,2511.74,558.12,-179.31,2548.07,173.89,-366.03,-172.66,-438.95
145,6,2973.27,-322.49,277.77,3046.89,136.34,215.39,-102.19,466.39
145,7,3155.74,-121.9,454.44,3224.91,126.49,180.6,291.18,368.65
145,8,4963.07,340.91,511.53,5029.56,243.58,-269.9,-216.02,629.91
145,9,4735.36,-160.63,388.61,4820.91,226.76,225,-215.59,616.21
145,10,6753.34,649.53,16,6826.68,4735.36,-160.63,388.61,4820.91
145,12,4734.3,-96,448.5,4816.38,234.35,171.43,-192.18,654.39
145,13,6470.19,571.03,228.69,6545.51,169.02,-420.45,-271.15,308.81
145,14,4719.46,610.69,-105.2,4783.34,219.42,-411.59,-202.42,499.4
145,16,4813.13,275.13,-604.96,4871.89,221.38,-288.11,523.98,326.74
145,18,6028.12,-81.71,447.43,6115.33,158.09,-107,-439.51,341.98
145,19,4074.52,420.2,-476.8,4129.58,158.99,-264.63,405.49,298.5
145,20,2883.47,485.68,-264.61,2934.97,192.13,-260.81,320.11,476.3
145,21,2895.87,541.58,418.69,2919.86,339.72,-310.85,-565.52,579.91
145,24,7353.54,209.91,221.36,7451.56,278.8,-386.9,422.75,521.86
145,26,2029,418.24,-506.65,2027.64,443.17,-369.38,339.37,881
145,27,3498.73,-479.55,451.03,3541.54,204.66,525.68,59.15,382.07
145,28,5225.19,566.84,452.18,5279.59,341.09,-168.12,-434.57,734.24
145,29,3394.88,188.67,408.51,3469.25,167.53,-439,-0.2,386.83
145,30,3971.23,522.02,-385.74,4022.85,303.86,-590.56,395.28,396.7
145,31,1949.52,-528.34,-91,1980.56,149.4,492.62,97.76,224.41
145,32,5693.74,324.13,461.68,5770.29,334.28,-317.16,-548.86,580.53
145,33,3151.09,-378.28,94.63,3230.95,173.68,515.4,-55.57,295.41
145,34,4124.45,589.98,237.31,4180.05,265.67,-598.18,-161.36,430.27
145,35,5958.81,149.05,-421.19,6046.42,404.51,-161.83,227.76,918.92
145,37,3690.91,579.28,45.02,3749.71,207.93,-573.17,88.28,311.45
145,39,381.89,-359.6,-187.82,247.89,206.08,341.04,199.65,522.4
145,40,4924.81,263.19,-624.14,4982.88,153.66,-344.23,-117.72,423.7
145,42,3740.38,517.25,-28.66,3808.88,134.7,-211.02,131.75,457.11
145,43,4362.89,313.52,-527.03,4424.36,347.64,-506.35,646.51,314.08
145,44,839.54,443.91,255.11,786.76,745.44,-609.16,-287.56,1224.89
145,45,3567.69,-136.41,-543.21,3628.22,338.15,336.42,656.86,451.76
145,46,6046.12,96.55,514.02,6127.94,198.16,127.41,-452.88,435.52
145,47,3028.75,-483.27,55.59,3093.98,454.61,39.78,49.18,1027.39
145,48,5866.59,139.18,-416.21,5954.51,196.99,-316.19,3.22,555.32
145,49,7538.17,594.66,303.5,7613.23,432.78,-376.7,-560.02,737.34
146,6,103.3,122.72,-9.69,131.18,313.26,-87.05,214.08,795.23
146,8,123.49,-37.23,-152.38,128.76,252.46,-134.5,-550.41,465.1
146,9,81.99,-60.79,-112.09,87.64,165.49,-228.36,-421.08,329.22
146,10,75.79,65.95,61.3,116.41,169.28,263.68,245.07,465.44
146,11,121.15,-74.7,157.11,99.26,243.89,-268.18,564.02,356.34
146,13,937.56,-42.7,1.55,1036.38,1215.94,-79.81,2.89,1937.32
146,15,386.91,-22.56,45.77,477.86,638,-59.45,120.61,1259.31
146,16,130.98,61.42,-78.95,186.16,274.45,223.28,-286.99,676.73
146,17,63.22,-108.26,22.92,70.9,124.06,-410.33,86.87,268.73
146,18,90.43,61.57,-98.26,117.14,187.42,232.31,-370.71,441.97
146,20,112.05,151.12,-25.74,112.18,233.03,557.72,-94.99,414
147,1,11870.28,415.25,-803.54,11940.61,1780.9,88.49,-171.24,2544.69
147,2,5091.99,235.5,-385.73,5176.24,1388.47,96.49,-158.05,2120.92
147,3,2871.01,-355.73,186.3,2946.92,1402.93,-256.54,134.35,2125.15
147,4,469.99,-93.55,194.36,522.55,736.19,-229.47,476.78,1281.84
147,5,102.5,-102.78,70.81,128.27,215.58,-385.62,265.68,481.25
147,6,5151.91,-458.67,191.23,5232.31,1537.88,-199.96,83.37,2281.05
147,7,866.67,-125.7,-46.01,1535.92,1789.4,433.4,-68.28,2523.16
147,8,586.82,-55.75,-20.4,681.23,866.67,-125.7,-46.01,1535.92
147,9,2329.77,382.18,347.45,2377.04,1440.02,343.33,312.12,2135.38
147,10,3719.02,143.19,-449.62,3793.34,1352.87,78.29,-245.84,2074.05
148,0,4232.31,95.25,-607.86,4292.16,207.25,-170.82,570.82,277.01
148,1,4750.11,141.77,589.22,4816,280.4,-223.81,-405.9,624.35
148,2,4664.37,570.36,252.19,4727.25,263.88,-574.77,-301.2,378.92
148,3,3040.62,-476.4,790.74,3005.27,321.43,61.4,-61.11,835.95
148,4,4345.67,378.67,630.57,4388.22,181.45,-59.94,-530.31,297.51
148,5,7010.49,503.64,-185.19,7094.45,271.47,-562.04,115.32,503.78
148,6,4231.54,556.22,-229.09,4293.33,284.4,79.94,291.38,723.27
148,7,7273.6,448.55,-500.75,7347.16,300.49,-503.7,308.81,552.2
148,8,5471.65,169.09,468.7,5553.35,175.22,-408.48,-201.7,389.72
148,9,3529.34,-380.09,486.83,3579.94,169.83,306.14,-383.73,326.3
148,10,4403.1,402.62,305.12,4478.48,125.77,272.25,-306.41,289.38
148,11,3244.76,665.04,203.88,3275.06,126.77,-424.5,-27.63,270.05
148,12,3307.67,-356.06,396.29,3369.19,200.02,131.73,-156.99,610.94
148,13,354.9,-47.84,14.59,444.95,353.4,677.43,-62.45,570.14
148,14,7461.73,555.9,-277.56,7540.44,132.99,194.06,336.35,341.16
148,15,5819.01,-34.87,-365.43,5911.69,197.06,432.54,-24.9,469.91
148,16,5019.37,575.59,-209.73,5086.54,128.97,-364.28,254.3,247.44
148,17,5668.54,-383.11,-170.65,5757.33,128.73,408.09,159.56,257.04
148,18,5104.11,-312.14,292.13,5190.48,217.55,446.39,-389.48,323.26
148,21,3745.14,-263.74,169.2,3835.93,438.17,173.19,261.32,956.92
148,22,3259.74,-264.91,-11.55,3352.63,223.32,464.35,284.33,415.14
148,23,4135.25,253.36,-604.31,4188,230.87,-151.7,518.31,441.32
148,24,3293.03,-175.56,-595.05,3339.26,161.5,-133.87,483.89,277.45
148,25,1358.72,-75.31,225.52,1440.45,295.76,-258.86,-242.62,718.65
148,26,291.83,80.69,-11.47,373.9,242.65,-207.81,-236.8,644.06
148,28,3215.76,91.15,440.85,3288.43,192.29,62.7,-357.2,515.93
148,30,3673.64,533.48,-311.83,3726.29,324.74,-312.54,311.91,720.9
148,31,887.56,-140.39,330.88,919.22,412.99,275.59,-165.31,917.64
148,32,3900.81,-111.44,488.56,3972.96,236.74,159.97,-578.67,373.81
148,35,4001.93,560.32,355.37,4051.61,452.71,-314.73,609.13,764.29
148,36,2568.7,-432.15,-511.38,2586.38,265.7,224.91,444.57,566.41
148,37,3994.24,-403.96,-472.35,4050.49,203.27,336.05,420.23,364.87
148,38,418.89,-68.66,-256.47,439.25,481.57,-44.46,-113.4,1058.53
148,40,4412.51,-530.76,157.67,4482.22,363.41,215.22,-347.07,804.4
148,41,2800.37,-341.22,233.52,2873.88,119.16,196.37,-316.82,314.32
148,44,4302.88,-128.04,629.09,4359.62,353.17,137.84,-682.9,549.47
148,45,2200.16,253.15,-354.57,2261.18,179.19,-24.48,438.02,419.29
148,47,6135.23,-133.14,-373.91,6226.71,1115.66,58.27,198.54,1815.17
148,48,5212.65,-279.29,-437.18,5291.24,190.22,171.75,382.54,466.04
148,49,3060.53,-494.9,-301.27,3110.29,194.07,217.99,-93.74,587.74
149,1,5951.43,358.56,-546.88,6020.1,140.8,-258.73,-99.22,455.16
149,2,4366.18,445.69,236.08,4441.4,166.82,-542.28,-31.98,213.75
149,3,2389.06,-436.77,540.01,2393.1,303.96,-228.27,-559.16,545.75
149,5,7080.53,463.68,-474.16,7154.09,298.31,-598.64,367.53,393.94
149,6,228.87,4.07,116.92,294.55,380.1,-183.78,-250.03,872.49
149,7,4776.06,-7.49,671.8,4833.46,431.58,-64.08,-536.61,838.95
149,8,3534,-105.69,519.29,3598.67,335.97,50.3,-679.82,527.7
149,9,2958.97,-432.68,27.15,3031.33,222.93,517.56,-95.97,436.86
149,10,194.07,217.99,-93.74,587.74,320.64,699.36,-283.09,367.53
149,13,3910.98,259.05,-524.52,3971.75,306.14,-207.87,618.74,491.93
149,15,3197.71,-224.72,244.18,3284.32,152.45,-98.63,-332.81,434.45
149,16,152.45,-98.63,-332.81,434.45,240.85,93.12,-285.74,647.71
149,17,3564.06,-391.13,410.63,3623.44,161.97,237.46,-323.16,411.42
149,19,5695.84,212.1,533.73,5771.39,386.48,214.47,-107.37,903.81
149,20,4436.14,362.35,244.76,4518.82,302.78,-540.61,1.87,606.15
149,21,302.78,-540.61,1.87,606.15,532.76,-511.82,-295.72,966.37
149,22,3483.82,-378.59,4.51,3567.25,174.29,91.19,-361.54,467.24
149,23,3483.82,-378.59,4.51,3567.25,174.29,91.19,-361.54,467.24
149,25,174.29,91.19,-361.54,467.24,329.95,-188.03,621.8,553.06
149,26,6904.94,596.55,39.97,6983.61,268.7,-504.06,-296.61,483.96
149,27,268.7,-504.06,-296.61,483.96,268.7,-504.06,-296.61,483.96
149,29,237.29,93.44,-43.34,309.08,275.46,-247.39,456.77,568.16
149,31,3858.16,36.84,-676.85,3903.35,369.58,32.86,682.45,602.58
149,33,1825.34,288.9,-270.27,1886.44,949.59,-196.11,-52.17,1625.41
149,37,949.59,-196.11,-52.17,1625.41,347.64,380.81,622.6,490.29
149,44,347.64,380.81,622.6,490.29,108.77,107.02,-115.34,437.19
149,45,4935.71,552.99,274.4,5001.66,257.63,-619.54,-150.81,378.3
149,47,5381.05,344.89,-546.03,5446.89,375.99,-570.29,601.62,399.43
149,48,3481.47,-329.42,67.54,3569.12,159.44,429.54,-194.58,319.64
149,49,159.44,429.54,-194.58,319.64,399.69,504.84,-412.03,696.38
149,50,928.89,264.37,367.63,923.5,500.92,-412.56,-629.26,790.25
150,0,6022.25,-474.96,-30.6,6107.83,158.38,518.29,127.34,193.32
150,5,3952.83,-323.74,218.18,4037.64,570.3,391.73,495.83,997.92
150,6,5930.21,209.25,-404.92,6017.06,278.23,-211.85,702.35,247.35
150,8,3005.38,-525.8,166.63,3059.28,159.98,111.77,-220.23,514.51
150,9,5065.37,-415.99,92.48,5151.71,221.47,373.07,-34.88,569.32
150,13,5242.26,-318.59,345.63,5325.52,278.14,452.3,-540.76,319.63
150,14,2477.37,-378.48,364.86,2526.11,168.91,295.18,-153.09,484.6
150,17,5556.59,451.26,359.34,5631.15,198.85,-485.46,-240.28,345.22
150,20,1531.17,-241.27,-499.94,1535.53,996.87,219.38,97.47,1675.19
150,22,5876.89,604.95,-229.99,5945.85,134.28,-403.51,215.4,246.42
150,23,5425.65,440.49,284.92,5504.71,203.04,-386.01,-465.06,238.44
150,24,4380.47,-429.24,18.31,4463.61,186.99,466.01,314.56,263.9
150,27,4548.62,-349.05,397.21,4622.29,223.41,84.26,-255.99,629.6
150,30,5574.18,600.89,-189.01,5643.16,129.6,-409.33,160.78,257.93
150,31,2696.52,-228.69,366.6,2766,120.53,353.93,-167.38,295.57
150,34,2899.82,-583.81,-126.99,2942.95,226.71,621.35,5.07,301.03
150,37,2427.34,-407.57,-52.75,2496.57,404.92,711.6,391.95,513.42
150,42,5758.17,-370.46,-324.77,5841.49,250.78,645.52,142.42,310.43
150,44,2406.02,579.26,283.07,2424.56,213.76,-426.96,-397.02,326.78
150,45,3512.96,417.25,323.84,3577.66,335.5,-502.87,-391.95,579.18
150,46,4500.72,-216.97,504.4,4571.67,241.41,371.2,-434.03,430.1
150,47,7104.24,607.38,-196.25,7180.16,286.57,-574.57,251.95,475.52
150,49,4721.79,279.53,544.64,4786.66,253.96,251,-451.56,523.47
151,0,6143.35,-246.45,-410.34,6229.11,336.32,211.85,-17,835.98
151,2,3195.94,-460.69,-406.97,3241.5,213.46,161.07,127.23,635.51
