mergedTuple,Entry,KE (MeV),px,py,pz,KE,px,py,pz
101,48,1547.92,-365.98,-229.94,1591.95,263.18,42.85,321.86,676.43
101,50,6906.3,-126.04,-565.24,6986.56,130.85,353.58,-65.43,365.1
102,0,833.02,-237.89,-359.36,826.52,1126.4,-469.34,-708.98,1630.63
102,3,4717.14,-71.35,-438.8,4800.45,270.4,313.32,339.57,605.74
102,4,2800.8,-239.7,-294.59,2878.95,155.49,-383.51,-87.78,401.35
102,5,136.26,-150.47,114.2,107.23,272.04,-529.53,401.91,377.36
102,6,4291.33,-434.12,463.95,4348.9,194.27,284.64,-264.41,501.26
102,8,5586.64,-94.04,657.42,5651.78,173.47,-231.83,-451.43,313.03
102,9,1570.74,557.04,-144.54,1570.32,228.99,501.14,-217.56,428.42
102,10,4119.22,-251.56,-470.41,4189.08,217.91,277.88,516.21,335.55
102,11,5945.33,118.57,375.32,6036.6,248.13,-198.08,-287.16,636.67
102,14,6887.9,510.82,-508.39,6954.88,195.52,-369.33,415.76,309.45
102,16,3351.75,-217.04,-111.06,3446.55,152.58,400.57,-184.07,339.39
102,21,3981.13,-534.29,-265.05,4041.01,300.74,117.51,166.75,782.95
102,22,4852.78,-392.69,235.11,4935.49,178.03,330.62,-220.05,456.02
102,24,6477.52,508.06,-221.64,6558.3,147.32,-489.5,-51.15,236.31
102,25,2709.39,-529.79,198.35,2754.95,227.48,513.1,-174.33,429.92
102,26,4000.62,-323.45,60.37,4091.07,363.43,701,39.98,566.46
102,29,4354.81,-119.58,-488.26,4430.14,220.9,290.32,525.61,320.39
102,30,333.73,-175.95,-173.14,347.16,334.38,240.38,522.21,639.24
102,32,3569.47,-416.67,-86.7,3648.23,241.02,633.2,6.55,330.54
102,33,3429.61,-428.45,-439.65,3479.31,526.69,541.18,709.15,685.35
102,42,2642.11,553.44,-439.8,2652.52,220.78,-544.58,262.8,311.93
102,44,5651.2,336.82,-268.11,5739.11,158.96,-273.85,409.68,283.98
102,49,3790.47,427.29,237.63,3863.24,125.22,-375.25,206.76,258.9
103,3,2668.12,-300.29,-83.83,2753.53,178.32,536.39,0.19,280.38
103,4,6004,406.37,-532.46,6071.26,169.51,-164.94,198.08,529.42
103,8,4991.96,436.75,-330.1,5066.39,280.05,-414.78,403.21,518.83
103,15,280.05,-414.78,403.21,518.83,280.05,-414.78,403.21,518.83
103,28,5613.87,68.36,423.58,5701.79,5613.87,68.36,423.58,5701.79
103,36,5613.87,68.36,423.58,5701.79,5613.87,68.36,423.58,5701.79
103,41,4895.76,-408.41,-77.39,4982.35,4895.76,-408.41,-77.39,4982.35
104,0,204.03,593.09,-74.72,258.94,204.03,593.09,-74.72,258.94
104,1,3723.38,-468.24,-36.22,3798.02,353.53,648.74,126.07,592.84
104,3,5644.65,440.49,62.96,5731.44,435.58,-682.31,-209.69,705.24
104,4,5319.51,513.96,143.43,5397.18,132.96,-428.17,-108.45,268.39
104,5,3682.69,565.36,194.87,3738.71,236.34,-531.12,-269.63,380.05
104,7,6275.13,-389.16,-212.93,6363.82,119.89,400.65,24.3,279.61
104,8,4471.7,-273.21,290.35,4558.09,331.77,298.79,-621.76,506.56
104,9,6492.98,516.7,486.54,6558.86,253.21,-545.84,-298.85,389.71
104,10,4173.17,-516.03,-198.96,4240.97,109.47,300.42,197.65,296.72
104,11,4886.24,266.17,585.39,4948.53,178.46,-203.71,-479.6,308.42
104,12,4190.35,124.84,423.39,4271.31,280.54,602.52,-349.92,345.72
104,17,5190.01,472.39,363.13,5260.33,155.83,-437.09,-146.83,322.5
104,18,3603.53,142.16,515.29,3668.3,192.06,-255.19,-373.99,438.4
104,20,4052.59,-545.91,-135.79,4118.02,331.66,719.45,55.6,459.87
104,22,6568.68,590.14,-247.06,6642.11,122.83,-215.63,-190.9,403.2
104,23,5914.42,374.1,-536.25,5982.88,155.38,-246.3,403.27,303.89
104,27,5423.76,50.19,-505.66,5504.36,222.67,-502.72,208.79,413.5
104,31,5493.85,713.17,-115,5551.06,225.06,-621.88,24.24,292.48
104,32,3304.17,-497.86,88.95,3369.81,136.61,459.13,42.16,249.72
104,33,3498.22,568.94,-97.12,3555.15,296.73,-225.96,384.91,667.45
104,34,3920.73,429.51,-129.69,3999.27,308.2,-547.93,146.66,592.81
104,35,2669.47,-56.31,-471.68,2731.48,362.69,-177.18,488.23,736.33
104,36,5003.38,136.58,227.27,5100.41,210.31,-379.83,-58.33,539.54
104,37,5986.56,-249.23,527.83,6062.62,223.3,276.63,-539.68,317.8
104,39,5212.14,194.6,624.34,5275.73,314.41,-380.62,-356.24,645.69
104,40,3021.65,485.5,-98.93,3085.35,156.56,-517.73,-50.68,218.19
104,42,4532.59,675.32,-291.96,4577.66,127.48,-366.71,-204.63,281.14
104,44,4477.97,-507.73,-260.82,4546.07,259.96,688.28,126.17,256.16
104,46,5709.44,290.03,354.66,5795.41,194.91,-554.43,-163.53,263.66
104,47,5981.4,344.12,-620.32,6044,262.41,-368.55,559.99,334.24
104,49,6086.99,-354.49,469.06,6163.12,254.93,465.08,-410.86,397.64
105,2,4316.85,-338.39,463.6,4383.18,823.56,618.09,-713.04,1154.46
105,5,4083.96,584.33,235.03,4140.01,156.96,-347.91,-176.5,408.54
105,6,2745.48,-529.44,-163.74,2794.12,222.49,560.89,254.74,295.64
105,8,273.75,5.37,-155.54,328.94,288.01,-367.6,226.24,661.01
105,10,3010.01,173.6,-447.41,3076.03,483.03,675.3,-82.23,822.61
105,11,2005.31,452.53,-140.04,2053.77,212.65,-100.51,441.3,489.18
105,13,227.22,-23.37,-574.39,383.96,227.22,-23.37,-574.39,383.96
105,14,2304.79,-455.58,-169.41,2357.93,0.67,-60.95,599.56,
105,17,4024.02,465.42,-101.35,4100.11,147.69,-494.32,2.89,233.48
105,18,4611.38,41.3,457.34,4692.8,257.17,247.91,273.39,642.17
105,19,2510.57,-253.89,-529.11,2546.72,379.21,396.18,612.18,568.76
105,21,3136.52,674.16,143.63,3165.64,444.07,-634.98,-166.87,774.1
105,23,2604.12,-402.85,118.54,2674.32,339.95,666.33,-103.5,546.45
105,25,5561.93,200.38,602.43,5630.28,285.48,-154.49,-672.8,374.86
105,29,5309.57,-304.01,6.17,5405,220.56,519.88,119.3,421.79
105,31,3963.24,645.86,284.91,4005.15,312.01,-532.39,-44.8,630.25
105,32,2751.75,-537.03,-153.44,2799.66,129.17,344.95,-59.41,369.43
105,36,4665.29,48.11,-673.16,4721.14,359.96,153.19,463.14,752.93
105,40,3804.28,375.99,619.07,3840.16,276.07,-613.1,13.91,466.94
106,0,6429.09,484.88,-394.95,6503.25,128.51,-333.77,286.01,253.75
106,1,6465.49,180.16,655.18,6534.42,271.51,-13,-655.24,391.87
106,2,6146.97,539.96,206.63,6224.29,1465.44,191.14,73.15,2203.36
106,3,2631.28,-115.06,-148.23,2727.82,293.12,39.46,523.06,600.56
106,4,5427.89,-183.04,-543.43,5502.09,145.96,-95.65,80.83,528.63
106,5,2922.21,-355.06,402.01,2977.47,225.52,485.82,-228.27,431.05
106,6,4099.56,544.64,225.78,4161.69,184.89,-583.77,18.4,199.76
106,7,3282.77,-321.83,-238.06,3362.39,330.76,52.5,-224.41,822.67
106,9,3622.5,-35.12,-377.91,3706.64,133.61,360.7,-82.79,362.71
106,11,5963.73,-92.69,430.58,6051.82,303.62,73.96,-448.29,674.79
106,13,4536.88,-387.77,-769.12,4560.06,327.32,360.25,77.09,765.15
106,14,5171.04,487.08,504.75,5228.15,137.39,-230.16,-387.65,270.87
106,17,4802.18,341.75,253.49,4887.56,312.91,-716.51,-93.52,403.46
106,18,3770.84,-99.18,-541.46,3835.11,431.21,497.88,358.43,786.46
106,19,5754.88,-370.48,514.33,5824.55,333.88,513.84,-480.51,492.84
106,21,2407.98,-56.53,439.5,2471.38,140.35,23.95,-455.96,272.97
106,22,5257.92,611.62,-432.19,5309.33,192.7,-117.8,397.1,476.52
106,25,5605.24,-284.96,345.91,5691.65,136.13,-8.77,-440.84,281.94
106,28,6191.29,398.97,-348.13,6273.1,217,3.86,390.53,549.24
106,29,3825.9,326.66,-568.79,3874.37,280.59,-142,452.23,616.79
106,30,4510.56,-475.62,-96.38,4588.77,246.42,533.67,28.35,487.24
106,32,4825.1,-439.07,-109.28,4908.17,117.2,249.83,312.41,271.26
106,32,2747.88,1056.63,111.57,2645.56,1314.41,758.97,80.14,1900.28
106,33,2340.81,-337.16,-175.19,2413.84,163.41,89.34,54.93,567.68
106,33,1941.98,-367.35,-287.84,1990.3,131.44,370.74,252.59,250.19
106,34,5955.56,446.41,662.04,6006.81,309.18,-413.14,-582.24,407.35
106,34,2145.87,188.67,-372.34,2209.33,273,-157.38,619.09,422.67
106,35,4093.28,-375.27,204.61,4175.14,304.48,624.74,-245.1,462.09
106,36,3609.35,478.72,493.27,3648.68,256.21,-434.38,-454.7,388.4
106,37,4705.44,499.9,-303.9,4773.58,321.45,-545.67,494.87,404.62
106,38,1996.47,-405.93,-92.82,2057.12,199.56,170.93,154.63,600.88
106,41,2732.01,-395.52,154.54,2803.08,434.1,591.09,-354.16,726.64
106,41,340.37,-187.52,-83.29,381.09,247.75,219.41,182.79,666.79
106,42,1531.14,-332.65,-189.21,1587.29,306.28,307.25,-120.64,747.96
106,45,6154.05,-179.39,537.43,6232.47,277.88,94.48,-274.5,717.11
106,46,5647.72,-217.11,-558.93,5720.42,85.89,224.55,33.41,341.99
106,47,5322.98,461.45,156.17,5405.06,157.29,-522.81,-35.73,212.61
106,48,6790.98,427.84,-463.76,6866.25,172.24,-333.49,412.77,266.85
106,50,4555.95,430.23,-85.76,4639.07,242.51,-594.06,101.34,388.05
107,0,4747.83,529.95,227.03,4817.32,145.62,-461.66,-172.35,227.07
107,3,2488.75,320.38,-1066.34,2340.25,415.61,428.98,366.27,796.39
107,4,5206.15,103.5,-480.44,5287.32,243.34,-408.44,392.97,440.99
107,14,3222.12,492.09,260.23,3278.54,193.61,-521.17,-302.82,193.34
108,2,4633.37,514.2,195.92,4705.14,126.71,-425.49,46.03,265.69
108,3,4458.36,446.52,489.83,4513.74,379.27,236.6,-365.69,815.88
108,5,5531.75,670.04,33.87,5595.69,200.16,-598.16,-4.96,240.28
108,6,3839.41,-134.44,468.87,3912.73,94.68,-191.76,-186.79,339
108,8,6598.96,61.47,-479.24,6685.7,213.44,-92.52,628.53,205.83
108,11,5698.61,29.92,448.92,5785.19,238.96,264.6,-591.48,292.45
126,0,6011.92,-144.89,-549.61,6089.55,173.04,-300.61,242.08,453.44
126,1,6203.67,512.94,123.84,6285.69,159.92,-408.28,-6.14,398.58
126,2,6567.34,698.83,-124.41,6633.64,201.33,-459.29,36.34,453.84
127,1,2694.56,-407.3,-366.93,2743.35,142.77,362.84,325.49,224.99
127,2,5236.9,331.98,-475.87,5309.26,244.31,-381.85,428.35,434.43
127,3,4106.45,628.87,260.65,4154.74,182.2,-370.49,252.61,417.05
127,5,5462.73,-571.59,105.58,5536.31,133.53,406.56,-155.85,280.64
127,6,5758.26,457.87,-192.87,5841.23,178.25,-459.08,139.65,368.66
127,9,4625.76,-555.07,-84.39,4696.16,272.63,584.72,226.16,439
127,12,3304,-495.6,79.02,3370.22,298.72,53.98,94.86,798.58
127,13,3972.27,221.93,526.77,4035.64,391.58,-361.53,-376.35,784.59
127,14,3571.57,-470.87,-194.95,3639.56,164.6,536.32,55.44,212.54
127,15,3729.08,590,-320.08,3773.4,,,,
127,20,6925.1,-43.89,-714.05,6992.82,373.5,-549.79,533.74,503.03
127,21,5568.72,339.07,356.06,5651.4,282.49,361.05,657.91,215.77
127,23,4342.7,-387.06,356.56,4415.21,1444.91,-190.68,175.66,2175.13
128,0,4656.96,835.33,103.03,4685.81,253.33,-164.49,99.82,708.8
128,1,5239.5,-194.97,397.43,5325.1,229.51,160.36,-556.23,384.86
128,6,1426.34,628.85,247.29,1370.17,161.7,9.32,60.39,570.76
128,7,4260.37,-360.24,-442.73,4326.62,309.39,364.2,357.49,644.74
128,9,1997.34,228.88,-650.67,1983.19,285.62,221.03,232.04,717.43
128,11,4401.82,-303.58,345.47,4482.07,154.86,287.12,-334.93,346.25
128,13,6055.29,271.94,-588.07,6125.22,435.64,815.27,456.86,365.6
128,14,5445.71,332.09,-617.68,5505.23,106.34,-288.56,195.25,299.02
128,15,4971.69,401.65,237.38,5054.12,178.43,-439.52,-351.56,223.16
128,16,2952.73,-281.19,454.59,3008.82,282.56,315.57,-566.15,435.68
128,19,4607.52,67.51,498.53,4684.42,380.93,297.08,6.13,878.31
128,20,3502.46,332.35,-346.44,3573.83,188.72,-284.33,246.22,498.18
128,22,5682.53,728.64,155.28,5738.42,239.84,-575.42,-182.93,378
128,23,4180.08,-481.29,-507.56,4226.3,263.87,403.5,442.57,453.83
128,24,4914.68,-424.34,-61.02,5000.23,240.57,-575.98,-416.82,-60.75
128,25,5774.73,-68.77,-653.97,5841.9,442.56,-107.66,860.48,523.53
128,30,4401.87,-436.91,-471.96,4459.51,1431.61,-211.01,-227.94,2153.77
128,31,4118.22,-75.09,615.57,4176.13,1457.1,-39.2,321.32,2179.88
128,33,3603.02,-136.6,90.11,3702.92,1576.35,-85.97,56.72,2330.56
128,35,6240.25,471.98,-54.99,6326.56,1484.65,166.17,-19.36,2227.42
128,44,3413.77,245.67,-377.8,3488.21,1300.05,141.93,-218.27,2015.25
128,45,3438.51,-235.62,-147.66,3531.02,1323.77,-136.91,-85.8,2051.74
128,47,2793.39,477.42,431.82,2824.05,1543.58,378.68,342.51,2240.02
128,49,4124.66,-457.65,-360.34,4188.04,1226.31,-211.11,-166.22,1931.89
129,0,5631.75,-181.85,-448.23,5715.35,207.11,247.16,541.02,278.63
129,1,4986.86,-297.11,365.12,5068.96,212.1,98.07,-387.09,532.39
129,4,4531.65,454.45,180.66,4609.59,177.07,-379.95,81.08,461.09
129,6,764.66,-235.28,-103.64,824.13,274.21,531,278.32,479.78
129,7,5375.52,-325.13,-375.72,5456.94,187.6,250.91,467.41,325.13
129,15,5636.6,-228.46,-436.31,5719.48,176.7,224.87,219.62,513.73
129,18,6016.74,550.75,-30.89,6095.93,231.3,-563.52,6.14,412.11
129,19,3106.01,182.69,627.01,3142.14,198.09,-352.08,-458.34,277.17
129,20,3274.81,671.68,-248.72,3301.37,239.67,-562.44,305.47,312.11
129,24,6073.5,552.17,-223.24,6148.83,164.65,-323.62,393.81,276.01
129,26,2952.2,-100.97,-454.23,3019.75,242.46,-231.35,570.68,366.69
129,27,2952.2,-100.97,-454.23,3019.75,242.46,-231.35,570.68,366.69
129,28,3747.1,385.98,394.4,3810.92,286.49,-405.52,-486.36,467.47
129,30,4017.97,-96.75,-453.43,4095.47,300.33,118.13,-4.89,799.78
129,32,4589.04,345.42,417.52,4661.47,512.79,242.7,-345.3,1023.14
129,34,1713.52,-242.08,479.88,1734.1,295.37,426.59,-489.63,468.65
129,35,5713.16,91.68,612.92,5784.11,216.71,363.02,125.04,553.25
129,43,3384.09,-416.58,-438.17,3434.71,250.54,467.07,479.75,290.64
130,0,4396.55,-234.23,-558.93,4459.33,84.23,210.6,-7.36,347.43
130,3,3872.41,-335.97,18.77,3961.76,173.17,542.57,-132.53,207.15
130,5,3264.94,-62.55,-506.83,3329.37,332.67,82.92,109.79,846.07
130,7,4165.09,-358.86,382.46,4236.46,1280.37,-169,180.11,1995.07
130,11,6621.21,324.83,476.43,6700.63,387.12,-243.96,-656.45,621.01
130,12,620.05,116.98,73.39,704,279.78,-445.64,-362.36,522.71
130,13,2547.88,-377.49,517.5,2572.24,211,229.55,-522.99,337.85
130,14,2547.88,-377.49,517.5,2572.24,211,229.55,-522.99,337.85
130,16,2534.22,-386.88,76.55,2607.48,148.43,426.8,-27.27,342.91
130,18,2396.17,-364.88,-15.71,2472.14,216.09,553.27,-16.65,381.7
130,21,3113.65,-383.73,-244.9,3184.57,142.43,391.33,309.43,196.48
130,22,6210.33,-413.76,-267.41,6295.21,135,224.68,327.77,336.99
130,23,6152.81,572.89,-120.89,6229.48,206.11,-310.92,440.64,371.9
130,24,6021.18,365.46,318.55,6106.06,159.57,-322.75,-403.23,240.92
130,28,4610.7,517.32,287.69,4677.22,198.69,-247.46,-194.5,559.61
130,29,3503.66,502.56,12.58,3571.93,162.89,-488.39,-57.25,300.52
130,30,4025.88,429.38,-462.81,4081,0.44,-2.81,309.86,
130,32,3171.86,-385.06,-376.78,3230.57,231.8,530.45,350.06,290.97
130,33,3171.86,-385.06,-376.78,3230.57,231.8,530.45,350.06,290.97
130,34,1887.26,-530.2,133.4,1912.89,237.23,565.13,-139.32,403.17
130,39,4770.51,-356.52,-116.93,4859.92,242.41,132.33,366.12,601.63
130,40,3281.51,-334.34,33.54,3368.16,267.75,691.78,79.9,298.41
130,43,4347.37,-357,-76.09,4436.13,126.11,-224.31,373.58,250.21
130,44,2692.16,-192.59,530.57,2737.61,169.05,128.74,-293.45,492.98
130,45,7261.39,-612.36,-101.89,7339.43,217.39,355.95,182.36,543.26
130,49,4022.06,-266.1,433.22,4094.28,347.02,61.5,382.88,788.07
131,1,4327.2,552.03,413.68,4376.93,168.67,-298.52,-383.08,330.16
131,2,4827.22,490.3,329.17,4895.62,134.86,-341.05,-284.8,271.58
131,3,5780.13,-338.1,-343.71,5864.41,175.32,402.74,62.01,440.01
131,9,3261.09,38.95,-574.45,3314.82,224.48,-379.88,-292.96,491.31
131,11,5353.41,-327.17,309.38,5438.79,237.41,488.83,-451.24,243.24
131,12,5572.47,640.05,-139.38,5638.57,283.03,-504.45,106.22,587.65
131,14,4757.43,-319.72,645.47,4807.63,215.39,188.61,-548.99,336.9
131,17,5239.36,586.11,285.08,5303.43,206.42,-377.65,111.76,524.16
131,18,3650.66,-365.37,-104.71,3734.91,156.12,427.16,184.43,317.46
131,21,5973.22,489.72,-266.05,6051.7,182.86,-532.23,141.47,270.56
131,22,3940.69,28.56,635.82,3993.94,207.56,174.23,-421.32,473.91
131,23,5352.26,440.55,-371.58,5425.72,122.89,176.91,-218.9,407.96
131,26,3765.84,489.52,113.58,3836.64,212.86,-540.78,-54.74,386.26
131,30,2609.38,479.11,1084.85,2439.34,1314.17,361.68,818.95,1841.45
131,31,4220.66,104.35,-691.2,4267.51,127.57,-189.76,398.75,246.14
131,33,2649.14,-405.27,324.88,2702.68,252.37,548.06,-276.62,400.32
131,36,5537.21,266.28,-533.45,5609.64,266.42,-234.23,643.42,319.25
131,38,2853.8,-411.84,144.72,2924.53,137.47,445.94,-113.61,255
131,41,4596.61,-184.36,-598.78,4658.5,362.97,202.85,561.93,675.1
131,43,6720.86,466.88,296.13,6802.62,255.81,-419.77,-100.57,599.18
131,46,4154.5,-188.42,626.54,4207.65,248.23,155.87,-615.3,352.71
131,47,77.78,116.16,-41.55,84.65,161.54,445.43,-159.32,324.6
131,49,5229.98,91.7,615.17,5297.56,152.31,-108.5,-169.16,518.2
131,50,5307.03,-97.33,-381.84,5396.64,125.75,92.28,-20.64,492.72
132,0,3179.04,234.91,503.75,3234.95,417.96,502.17,-283.52,791.34
132,5,3035.55,-68.14,486.75,3100.07,194.58,75.58,112.49,620.11
132,7,3456.54,294.71,330.34,3532.36,1448.49,181.66,203.63,2177.39
132,8,5771.74,-303.52,-422.43,5852.73,1552.8,-119.19,-165.89,2298.37
132,12,2882.88,-280.15,438.66,2940.32,186.79,-509.54,-145.58,323.23
132,13,6434,461.01,133.08,6520.53,186.62,318.07,-140.04,513.95
132,15,2952.9,-132.3,-601.58,2993.38,410.33,240.47,676.25,650.39
132,16,4029.42,-211.08,369.3,4111.14,337.03,332.54,-3.97,797.03
132,20,6554.39,152.71,604.22,6629.34,305.38,-572.65,-171.61,555.68
132,22,3825.23,662.56,277.95,3862.56,121.76,-263.13,163.46,383.78
132,24,5597.91,-265.85,-599.31,5664.12,351.21,274.81,713.47,444.58
132,25,3373.02,-553.32,-214.73,3425.4,197.63,165.11,-56.67,615.91
132,26,6361.2,326.92,-467.58,6440.13,365.62,-415.79,550.02,586.66
132,27,3290.9,406.85,497.36,3332.9,184.31,-213.14,-432.09,384.2
132,28,5722.77,-104.76,-469.8,5806.91,290.87,200.75,691.39,334.59
132,30,1738.21,339.51,240.14,1792.61,206.67,-349.36,-121.23,541.92
132,32,4393.89,487.44,338.21,4458.37,226.06,-539.43,-74.62,422.67
132,33,6214.63,690.91,-279.65,6274.65,260.26,-644.11,245.91,283.96
132,34,4945.75,568.08,-33.87,5017.49,572.17,-196.31,-389.4,1100.28
132,36,4499.3,-459.31,251.55,4573.22,185.68,526.05,-158.05,284.78
132,37,4500.23,489.2,-76.16,4577.33,148.15,-318.3,100.45,434.13
132,38,3651.99,-467.03,-413.9,3703.31,297.72,445.13,460.67,486.63
132,39,4110.43,490.02,362.74,4169.79,305.55,-333.76,-213.46,713.87
132,40,5757.3,79.97,425.96,5845.32,167.8,-134.32,-468.8,324.23
132,41,3356.86,-454.96,37.55,3430.03,308.21,436.03,-548.77,426.53
132,42,3478.15,-217.2,332.14,3559.56,1422.03,-131.33,200.83,2152.28
132,43,2126.34,493.95,317.02,2150.2,144.71,-45.39,-275.5,463.08
132,45,3086.22,357.93,-522.55,3125.97,220.49,-461.75,358.56,347.11
132,47,6226.31,184.88,410.77,6314.39,247.9,-79.17,-585.9,420.67
132,48,5026.86,-96.42,478.6,5107.51,1521.68,-42.73,212.1,2263.48
132,49,2499.01,-165.33,500.76,2547.89,248.04,494.08,-306.07,434.8
133,1,2165.38,453.87,-162.46,2216.12,153.32,-330.75,-77.32,442.46
133,4,3917.16,-191.45,-462.96,3989.45,304.33,576.39,467.62,335.61
133,5,6398.82,321.83,422.54,6481.24,212.95,-260.17,-298.25,536.85
133,6,3000.32,-302.04,394.97,3063.45,290.36,27.54,-149.31,778.45
133,7,4818.83,539.97,262.64,4885.95,364.83,-586.39,-240.15,644.98
133,8,5562.87,-420.29,496.48,5629.44,282.73,423.55,-574.84,317.01
133,9,4613.06,-242.51,-683.33,4660.83,328.15,206.93,673.06,476.94
133,11,4325.41,129.84,488.11,4400.27,152.66,390,-203.86,340.63
133,15,5459.66,434.55,-183.05,5543.65,219.32,-355.91,-265.39,512.29
133,16,6146.67,422.31,-610.05,6206.59,209.7,-278.01,185.91,570.55
133,21,4676.84,460.57,527.2,4729.15,435.68,-429.47,-250.98,871.61
133,24,2321.96,457.56,120.03,2378.1,221.96,-518.22,-64.4,439.27
133,25,5334.02,330.02,-487.86,5406.01,159.22,-233.51,435.4,282.76
133,26,2525.05,450.42,-245.75,2577.37,376.22,-278.5,335.33,810.76
133,27,2833.55,510.68,292.59,2877.09,221.77,-491.94,-281.11,379.74
133,29,3148.75,-312.37,515.68,3195.68,237.95,226.66,-562.6,367.58
133,30,6858.61,687.95,-68.32,6928.42,237.95,226.66,-562.6,367.58
133,32,2564.7,-195.6,405.85,2629.31,308.59,-188.48,-153.32,784.29
133,34,3543.14,-544.22,237.5,3597.96,137.51,260.7,79.13,450.16
133,35,5129.15,409.87,385.95,5202.73,266.45,-548.26,-305.93,420.33
133,37,2848.9,627.26,313.96,2867.49,180.71,-507.47,-169.46,292.29
133,38,5708.02,-543.41,1.77,5786.62,179.34,533.02,-58.68,284.67
133,39,6098.75,474.41,-129.52,6183.33,286.16,-528.65,-85.78,576.1
133,40,4891.88,55.94,633.81,4955.09,293.62,-53.14,-643.33,469.4
133,41,3480.26,-218.75,392.04,3555.5,116.37,315.89,-193.98,307.32
133,42,2171.83,-334.29,69.35,2248.63,332.11,533.49,-449.33,496.81
133,43,1140.81,395.65,-118.47,1170.65,264.12,-163.53,-319.5,660.63
133,45,1799.38,475.87,-510.26,1768.85,437.92,92.33,386.96,924.69
133,46,3583.07,-513.4,-259.2,3641.44,280.28,171.26,440.75,617.06
133,47,2851.58,-481.58,-382.74,2889.97,202.59,371.5,440.93,297.78
133,48,5331.35,-128.64,415.57,5417.89,192.65,302.18,-340.72,437.16
133,50,2637.58,-64.4,533.96,2687.28,1313.22,-48.09,398.73,2006.7
134,0,4308.27,668.85,-78.23,4360.32,1443.67,331.87,-38.82,2163.54
134,1,6192.5,243.69,-674.8,6255.62,171.01,-233.18,298.63,454.43
134,3,7686.39,642.18,172.06,7762.27,1238.52,161.89,43.38,1956.86
134,4,3429.25,-402.19,-285.39,3498.1,376.27,562.99,381.85,620.24
134,5,6165.11,237.62,567.6,6238.96,142.67,-241.46,-398.02,267
134,6,5556.53,133.34,577.49,5629.44,219.04,-149.65,-569.54,334.87
134,8,2254.4,413.67,-130.8,2316.79,201.01,-488.92,154.01,393.36
134,9,2225.93,-392.8,272.49,2278.96,222.92,524.84,-232.3,372.12
134,10,3911.69,-400.86,232.71,3988.47,93.04,263.3,-50.75,333.63
134,11,4628.26,93.67,-570.14,4696.69,131.64,199.38,45.47,471.65
134,12,3447.77,-416.78,-63.36,3526.11,239.15,489.96,25.05,514.94
134,13,5929.17,374.3,544.13,5997,269.96,-323.07,-571.04,385.84
134,16,4771.85,-374.92,-28.11,4861.21,146.6,485.37,96.67,227.09
134,17,4427.39,16.09,578.54,4494.06,188.25,416.07,-355.62,298.35
134,18,4913.74,-429.24,32.21,4999.14,142.43,477.46,-4.95,243.9
134,20,3111.91,-543.95,183.2,3163.55,332.01,488.54,-305.17,633.47
134,21,5364.11,265.24,-571.72,5431.66,225.55,-511.98,411.35,206.57
134,22,3994.15,608.41,-97.22,4051.23,160.81,-468.16,142.81,296.6
134,23,2037.88,438.76,-38.56,2094.5,153.72,-366.38,91.34,411.63
134,27,4616.74,-615.11,-73.65,4679.74,168.91,509.77,22.08,291.64
134,29,4332.84,-433.04,349.28,4401.57,464.7,586.07,-679.19,531.92
134,31,4635.84,706.02,215.71,4681.83,178.41,-48.26,38.51,602.26
134,32,4029.95,-438.72,-69.07,4109.68,178.41,-48.26,38.51,602.26
134,35,3935.47,-361.16,196.91,4018.1,171.95,-285.01,-213.63,474.64
134,36,4792.41,453.94,463.99,4853.06,191.27,-311.57,-189.06,512.44
134,38,2512.24,-438.61,207.67,2569.72,126.91,352.38,-225.09,281.7
134,39,2798.28,-318.35,367.07,2860.4,288.84,287.72,-494.82,545.58
134,40,3174.06,-227.54,162.15,107.75,0.44,-262.38,-293.29,-293.29
134,41,5425.09,468.13,-66.48,197.94,0.56,299.73,533.04,533.04
134,42,3709.26,522.48,319.62,345.79,0.68,-213.02,706,706
134,47,2709.82,-342.34,36.64,2791.71,182.43,498.36,10.75,356.43
134,49,4173.44,-170.88,438.93,4251.14,84.29,202.98,82.81,342.31
135,0,5707.1,-72.54,495.63,5789.52,134.58,42.05,-356.74,376.23
135,1,4254.27,-355.77,88.54,4342.55,384.61,779.88,115.25,497.94
135,3,3349.99,-235.46,-625.55,3388.09,144.16,195.45,450.49,223.79
135,4,3355.96,-481.12,159.7,3422.02,223.94,-603.95,112.22,-304.82
135,7,3485.17,43.17,562.47,3544.02,339.82,313.52,-636.66,499.35
135,9,4847.52,11.99,435.27,4932.22,245.96,-349.89,-256.59,577.63
135,13,5178.37,-374.81,-267.87,5262.2,169.69,457.94,243.53,279.48
135,16,5201.79,125.97,-583.5,5272.06,201.7,-96.12,524.2,367.49
135,19,4097.13,507.25,-127.95,4168.11,165.19,-423.99,-236.99,318.21
135,20,5127.48,-465.49,368.89,5197.6,160.92,229.81,-400.92,338
135,22,4746.4,339.24,281.05,4830.22,141.11,-445.99,-170.63,237.94
135,23,3171.22,-177.86,333.79,3252.62,198.67,391.14,-420.4,287.16
136,0,2902.38,-438.16,74.07,2972.51,1400.11,-312.23,52.78,2118.17
137,0,2422.57,-270.3,-307.52,2491.97,214.87,363.18,442.83,348.22
137,4,3024.43,-436.07,198.02,3090.78,234.77,614.72,-159.39,303.74
137,7,3941.59,682.19,176.99,3983.36,196.47,-546.01,-14.53,329.91
