mergedTuple,Entry,Bg=1,Slice No.,KE (MeV),v/c,px,py,pz,KE,v/c,px,py,pz
102,3,,5,4717.135371,0.999762906,-71.35312952,-438.7961865,4800.451143,270.4030697,0.63044852,313.3184802,339.5735606,605.735343
102,4,,18,"2,800.80",0.999346929,-239.7040912,-294.5933888,"2,878.95",155.4861727,0.513972078,-383.509526,-87.77637966,401.3524144
102,5,,6,136.2570448,0.900323919,-150.4659978,114.2025401,107.2274453,272.0353323,0.631735549,-529.5328963,401.9114132,377.364059
102,6,,5,4291.325079,0.999714747,-434.1160135,463.9522196,4348.901105,194.2705458,0.560101611,284.6424501,-264.4088587,501.2576382
102,7,1,,,,,,,,,,,
102,8,,4,"5,586.64",0.999829819,-94.04113254,657.4249024,"5,651.78",173.4715621,0.536459249,-231.8288282,-451.4344164,313.0293843
102,9,,18,1570.74043,0.998035003,557.0419047,-144.5430377,1570.316087,228.9910286,0.594931331,501.1423157,-217.5608803,428.4246767
102,10,,5,"4,119.22",0.999691025,-251.5574062,-470.4119653,"4,189.08",217.9095749,0.584377192,277.8762953,516.2119028,335.55
102,11,,6,"5,945.33",0.9998494,118.5686832,375.3150551,"6,036.60",248.1259791,0.612062027,-198.0821985,-287.1609694,636.6732745
102,12,1,,,,,,,,,,,
102,13,1,,,,,,,,,,,
102,14,,6,"6,887.90",0.999887265,510.8169044,-508.3866695,"6,954.88",195.5157855,0.561445318,-369.3281734,415.7567697,309.4463519
102,15,1,,,,,,,,,,,
102,16,,9,"3,351.75",0.999538564,-217.0418392,-111.0554715,"3,446.55",152.5821331,0.51014045,400.5682561,-184.07153,339.3937729
102,17,1,,,,,,,,,,,
102,18,1,,,,,,,,,,,
102,19,1,,,,,,,,,,,
102,20,1,,,,,,,,,,,
102,21,,8,"3,981.13",0.999669786,-534.2876115,-265.0506599,"4,041.01",300.7350968,0.653155224,117.5079811,166.7511679,782.9473561
102,22,,7,"4,852.78",0.999775703,-392.6856243,235.1085444,"4,935.49",178.03,0.541846578,330.6234262,-220.0465997,456.02
102,23,1,,,,,,,,,,,
102,24,,4,"6,477.52",0.99987277,508.0641067,-221.6447578,"6,558.30",147.3181327,0.503040707,-489.5030881,-51.1493659,236.3089466
102,25,,10,"2,709.39",0.999303803,-529.7913316,198.3548526,"2,754.95",227.476082,0.593517179,513.0984941,-174.3339133,429.9164102
102,26,,3,4000.618636,0.999672914,-323.4461506,60.3697339,4091.065566,363.4301317,0.693199701,701.0009858,39.98149676,566.4587236
102,27,1,,,,,,,,,,,
102,28,1,,,,,,,,,,,
102,29,,10,"4,354.81",0.99972281,-119.5824675,-488.2640799,"4,430.14",220.8963514,0.587270462,290.3154623,525.6091771,320.3883248
102,30,,15,333.73,0.970938665,-175.9528572,-173.1358133,347.16,334.381421,0.675674239,240.3764628,522.2124241,639.236905
102,31,1,,,,,,,,,,,
102,32,,2,"3,569.47",0.999591635,-416.6683996,-86.69895447,"3,648.23",241.0183885,0.60585239,633.2007932,6.545128582,330.5363477
102,33,,3,"3,429.61",0.999558672,-428.4529159,-439.6506734,"3,479.31",526.69,0.768034822,541.1806799,709.1486256,685.35
102,34,1,,,,,,,,,,,
102,35,1,,,,,,,,,,,
102,36,1,,,,,,,,,,,
102,37,1,,,,,,,,,,,
102,38,1,,,,,,,,,,,
102,39,1,,,,,,,,,,,
102,40,1,,,,,,,,,,,
102,41,1,,,,,,,,,,,
102,42,,9,"2,642.11",0.999269274,553.4409675,-439.7963803,"2,652.52",220.7834085,0.58716172,-544.5809073,262.7989281,311.9348434
102,43,1,,,,,,,,,,,
102,44,,1,"5,651.20",0.999833615,336.8192946,-268.114927,"5,739.11",158.9600489,0.518478947,-273.8545718,409.6784514,283.9799093
102,45,,1,,,,,,,,,,
102,46,,1,,,,,,,,,,
102,47,1,,,,,,,,,,,
102,48,1,,,,,,,,,,,
102,49,,4,"3,790.47",0.999636664,427.2900276,237.626617,"3,863.24",125.218515,0.470824441,-375.2521986,206.7553654,258.8969235
102,50,1,,,,,,,,,,,
103,0,1,,,,,,,,,,,
103,1,1,,,,,,,,,,,
103,2,1,,,,,,,,,,,
103,3,,5,"2,668.12",0.999282919,-300.293408,-83.82542101,"2,753.53",178.3197751,0.54218208,536.3882133,0.19026486,280.3809707
103,4,,3,"6,004.00",0.99985228,406.374319,-532.4589391,"6,071.26",169.5088641,0.53167921,-164.9386299,198.0818393,529.424893
103,5,1,,,,,,,,,,,
103,6,1,,,,,,,,,,,
103,7,1,,,,,,,,,,,
103,8,,15,"4,991.96",0.999787787,436.7463293,-330.0972134,"5,066.39",280.0521497,0.637944949,-414.7838267,403.2067028,518.8311587
103,9,1,,,,,,,,,,,
103,10,1,,,,,,,,,,,
103,11,1,,,,,,,,,,,
103,12,1,,,,,,,,,,,
103,13,1,,,,,,,,,,,
103,14,1,,,,,,,,,,,
103,15,,1,280.05,0.637944949,-414.7838267,403.2067028,518.83,280.0521497,0.637944949,-414.7838267,403.2067028,518.8311587
103,16,1,,,,,,,,,,,
103,17,1,,,,,,,,,,,
103,18,1,,,,,,,,,,,
103,19,1,,,,,,,,,,,
103,20,1,,,,,,,,,,,
103,21,1,,,,,,,,,,,
103,22,1,,,,,,,,,,,
103,23,1,,,,,,,,,,,
103,24,1,,,,,,,,,,,
103,25,1,,,,,,,,,,,
103,26,1,,,,,,,,,,,
103,27,1,,,,,,,,,,,
103,28,,4,"5,613.87",0.999831436,68.36266812,423.5793578,"5,701.79",5613.874641,0.999831436,68.36266812,423.5793578,5701.790003
103,29,1,,,,,,,,,,,
103,30,1,,,,,,,,,,,
103,31,1,,,,,,,,,,,
103,32,1,,,,,,,,,,,
103,33,1,,,,,,,,,,,
103,34,1,,,,,,,,,,,
103,35,1,,,,,,,,,,,
103,36,,1,"5,613.87",0.999831436,68.36266812,423.5793578,"5,701.79",5613.874641,0.999831436,68.36266812,423.5793578,5701.790003
103,37,1,,,,,,,,,,,
103,38,1,,,,,,,,,,,
103,39,1,,,,,,,,,,,
103,40,1,,,,,,,,,,,
103,41,,8,"4,895.76",0.999779543,-408.4082198,-77.387162,"4,982.35","4,895.76",0.999779543,-408.4082198,-77.387162,"4,982.35"
103,42,1,,,,,,,,,,,
103,43,1,,,,,,,,,,,
103,44,1,,,,,,,,,,,
103,45,1,,,,,,,,,,,
103,46,1,,,,,,,,,,,
103,47,1,,,,,,,,,,,
103,48,1,,,,,,,,,,,
103,49,1,,,,,,,,,,,
103,50,,,,,,,,,,,,
104,0,,3,204.03,0.570434809,593.0920795,-74.72206191,258.94,204.0321785,0.570434809,593.0920795,-74.72206191,258.9438076
104,1,,8,3723.384533,0.999623817,-468.2415652,-36.21731578,3798.018072,353.5338897,0.687411445,648.7367132,126.0703898,592.8429151
104,2,1,,,,,,,,,,,
104,3,,2,"5,644.65",0.999833236,440.485477,62.96311673,"5,731.44",435.58,0.730524212,-682.31413,-209.6854387,705.24
104,4,,3,5319.507353,0.999812644,513.9593787,143.4260001,5397.177944,132.9632904,0.48258886,-428.1655313,-108.452992,268.3851628
104,5,,3,"3,682.69",0.999615689,565.3555057,194.8724998,"3,738.71",236.3387496,0.601666537,-531.117931,-269.6294911,380.0541798
104,6,1,"
",,,,,,,,,,
104,7,,3,"6,275.13",0.999864569,-389.1589161,-212.9276862,"6,363.82",119.8927614,0.462405975,400.6486576,24.29687426,279.612964
104,8,,7,"4,471.70",0.999736791,-273.2148915,290.3496303,"4,558.09",331.7683052,0.674015233,298.7918459,-621.7589212,506.5637429
104,9,,13,"6,492.98",0.999873365,516.6997893,486.5445157,"6,558.86",253.21,0.616395838,-545.8402832,-298.8534581,389.71
104,10,,15,"4,173.17",0.99969877,-516.0282016,-198.9638032,"4,240.97",109.4739375,0.445086312,300.4203393,197.6497884,296.7150663
104,11,,10,"4,886.24",0.999778701,266.1743592,585.3851272,"4,948.53",178.46,0.542342957,-203.7106707,-479.599596,308.42
104,12,,9,"4,190.35",0.999701175,124.8371376,423.3917203,"4,271.31",280.54,0.638318297,602.5226038,-349.9187237,345.72
104,13,1,,,,,,,,,,,
104,14,1,,,,,,,,,,,
104,15,1,,,,,,,,,,,
104,16,1,,,,,,,,,,,
104,17,,9,"5,190.01",0.999803367,472.3927364,363.1296593,"5,260.33",155.83,0.51442001,-437.0915254,-146.8325023,322.5
104,18,,1,"3,603.53",0.999599104,142.1560551,515.2850821,"3,668.30",192.06,0.557696044,-255.1869116,-373.9916965,438.4
104,19,1,,,,,,,,,,,
104,20,,4,"4,052.59",0.999681041,-545.9149083,-135.7853631,"4,118.02",331.656527,0.673943948,719.451702,55.59973337,459.8713024
104,21,1,,,,,,,,,,,
104,22,,15,"6,568.68",0.999876222,590.141641,-247.0612345,"6,642.11",122.8282469,0.467080558,-215.63118,-190.8977081,403.2044501
104,23,,6,"5,914.42",0.99984785,374.0997944,-536.2476832,"5,982.88",155.38,0.51383537,-246.300889,403.2707915,303.89
104,24,1,,,,,,,,,,,
104,25,1,,,,,,,,,,,
104,26,1,,,,,,,,,,,
104,27,,1,5423.757273,0.999819643,50.19036899,-505.6556668,5504.355117,222.6692423,0.58897063,-502.7244337,208.7881984,413.5029892
104,28,1,,,,,,,,,,,
104,29,1,,,,,,,,,,,
104,30,1,,,,,,,,,,,
104,31,,6,5493.850598,0.999824131,713.1662865,-114.9970757,5551.060488,225.0616404,0.591244896,-621.8811041,24.23973111,292.4802682
104,32,,10,"3,304.17",0.999525589,-497.8614531,88.94697749,"3,369.81",136.6060621,0.487938502,459.1251123,42.15733195,249.72
104,33,,13,"3,498.22",0.999575323,568.9366692,-97.12111828,"3,555.15",296.7262592,0.650294099,-225.9590339,384.9068917,667.4534703
104,34,,15,"3,920.73",0.999659801,429.5139408,-129.6887928,"3,999.27",308.1955586,0.658374117,-547.9337107,146.6622542,592.8053662
104,35,,6,"2,669.47",0.999283617,-56.30759181,-471.6834644,"2,731.48",362.69,0.692771608,-177.1837016,488.2333863,736.33
104,36,,10,"5,003.38",0.999788735,136.5846658,227.2696604,"5,100.41",210.3127549,0.576849239,-379.832549,-58.33201489,539.5394274
104,37,,16,"5,986.56",0.999851433,-249.2276869,527.8306095,"6,062.62",223.3,0.589576767,276.6334965,-539.6845187,317.8
104,38,1,,,,,,,,,,,
104,39,,1,"5,212.14",0.999805,194.5997482,624.337792,"5,275.73",314.41,0.662620709,-380.6164574,-356.2439158,645.69
104,40,,4,"3,021.65",0.999435956,485.4986464,-98.92684398,"3,085.35",156.5598288,0.515373795,-517.7261912,-50.67514314,218.1944998
104,41,1,,,,,,,,,,,
104,42,,13,4532.594342,0.999743659,675.3233916,-291.9604617,4577.6581,127.4754375,0.474309501,-366.7134936,-204.6283176,281.1447548
104,43,1,,,,,,,,,,,
104,44,,8,4477.971159,0.999737511,-507.7327724,-260.8237032,4546.072818,259.9638674,0.622027702,688.2848898,126.1677005,256.1621543
104,45,1,,,,,,,,,,,
104,46,,15,"5,709.44",0.999836932,290.0304693,354.657933,"5,795.41",194.9141179,0.560797029,-554.428685,-163.5339198,263.6586596
104,47,,4,"5,981.40",0.99985118,344.1169507,-620.3172603,"6,044.00",262.41,0.624027815,-368.5473472,559.986442,334.24
104,48,1,,,,,,,,,,,
104,49,,18,"6,086.99",0.999856213,-354.4868825,469.0620278,"6,163.12",254.9270313,0.617843318,465.0820288,-410.8647235,397.64
104,50,1,,,,,,,,,,,
105,0,1,,,,,,,,,,,
105,1,1,,,,,,,,,,,
105,2,,12,"4,316.85",0.99971803,-338.3913738,463.599223,"4,383.18",823.56,0.846440314,618.0901837,-713.0364489,"1,154.46"
105,3,1,,,,,,,,,,,
105,4,1,,,,,,,,,,,
105,5,,9,"4,083.96",0.999685802,584.3278887,235.0331858,"4,140.01",156.9618465,0.515896614,-347.9112976,-176.5046738,408.5355242
105,6,,4,"2,745.48",0.999321329,-529.4429429,-163.7407362,"2,794.12",222.49,0.588797882,560.8855295,254.7415559,295.64
105,7,1,,,,,,,,,,,
105,8,,9,273.75,0.960803739,5.372000386,-155.5365694,328.94,288.01,0.643931873,-367.6027573,226.2449953,661.01
105,9,1,,,,,,,,,,,
105,10,,2,"3,010.01",0.999431732,173.6028212,-447.4142411,"3,076.03",483.03,0.751191379,675.3049317,-82.23073959,822.61
105,11,,4,"2,005.31",0.998761413,452.5256078,-140.0384212,"2,053.77",212.6471386,0.57918879,-100.5088716,441.2965416,489.1831626
105,12,1,,"5,758.33",0.999839641,-86.69926871,680.0126309,"5,822.17",227.2231638,0.593280221,-23.36659139,-574.39,383.9648808
105,13,,11,227.22,0.593280221,-23.36659139,-574.3918472,383.96,227.22,0.593280221,-23.36659139,-574.3918472,383.96
105,14,,1,2304.791398,0.999050279,-455.5802941,-169.4101122,2357.926291,0.669476609,592.8413821,-60.94869161,599.5625618,
105,15,1,,,,,,,,,,,
105,16,1,,,,,,,,,,,
105,17,,12,4024.021446,0.999676612,465.4159133,-101.3506104,4100.110874,147.6894599,0.503548219,-494.3241654,2.891540872,233.4798959
105,18,,8,4611.38143,0.999752153,41.29550844,457.3422868,4692.798899,257.1690597,0.619715923,247.911174,273.3907298,642.1702577
105,19,,1,2510.571588,0.999193897,-253.8900571,-529.1123316,2546.717439,379.213046,0.702068357,396.1804499,612.1778922,568.7578466
105,20,1,,,,,,,,,,,
105,21,,13,3136.517008,0.999475234,674.156408,143.626394,3165.642448,444.0729009,0.734424236,-634.9812567,-166.8656122,774.103465
105,22,1,,,,,,,,,,,
105,23,,10,2604.12046,0.999248628,-402.8460047,118.5412746,2674.317059,339.9527005,0.679164083,666.328081,-103.5043694,546.4547911
105,24,1,,,,,,,,,,,
105,25,,9,5561.931414,0.999828332,200.3825912,602.4323734,5630.276077,285.4750346,0.642042929,-154.4862505,-672.7982297,374.8649102
105,26,1,,,,,,,,,,,
105,27,1,,,,,,,,,,,
105,28,1,,,,,,,,,,,
105,29,,4,5309.566675,0.999811955,-304.0091866,6.170346127,5405.002092,220.5584237,0.586944949,519.8793105,119.3039666,421.7886758
105,30,1,,,,,,,,,,,
105,31,,10,3963.240649,0.999666875,645.8566239,284.9064405,4005.153495,312.00577,0.660987926,-532.393881,-44.7971806,630.2542291
105,32,,5,2751.754137,0.999324307,-537.0326694,-153.4427836,2799.655412,129.1664572,0.476889679,344.9482047,-59.40840968,369.4341948
105,33,1,,,,,,,,,,,
105,34,1,,,,,,,,,,,
105,35,1,,,,,,,,,,,
105,36,,3,4665.286787,0.999757723,48.10781281,-673.1589445,4721.139026,359.9633072,0.691192533,153.1877587,463.141535,752.9264082
105,37,1,,,,,,,,,,,
105,38,1,,,,,,,,,,,
105,39,1,3,310.9305612,0.6602538,-52.68829406,-634.4626654,524.084551,3804.279305,0.999639227,375.9946682,619.0731297,3840.15835
105,40,,8,3804.279305,0.999639227,375.9946682,619.0731297,3840.15835,276.0676419,0.634881727,-613.0983103,13.90605177,466.9403846
106,0,,17,6429.090372,0.999870876,484.8812449,-394.9452135,6503.246916,128.5077776,0.475887779,-333.7694077,286.0094564,253.7546314
106,1,,13,6465.494955,0.999872303,180.160091,655.1752937,6534.421675,271.5090523,0.631321436,-13.00044392,-655.2375486,391.871013
106,2,,16,6146.968369,0.999858959,539.9580354,206.6306109,6224.293743,1465.437186,0.920698591,191.1413939,73.14580097,2203.35675
106,3,,9,2631.282039,0.999263476,-115.0642141,-148.2343479,2727.819862,293.124444,0.647688667,39.4575853,523.0632182,600.5592106
106,4,,9,5427.88714,0.999819912,-183.0356864,-543.4339589,5502.089837,145.9637462,0.501180801,-95.65338611,80.83486234,528.6298873
106,5,,12,2922.211817,0.999398281,-355.064056,402.0136104,2977.465526,225.5194253,0.591677486,485.8200956,-228.270284,431.0510007
106,6,,6,4099.558965,0.999688129,544.6392301,225.7763227,4161.692475,184.8850073,0.549721147,-583.7682982,18.40200667,199.7565512
106,7,,17,3282.766883,0.999519575,-321.8265199,-238.0573277,3362.394363,330.7578203,0.673369848,52.50092201,-224.4129596,822.6693645
106,8,1,,,,,,,,,,,
106,9,,2,3622.498972,0.999603174,-35.12412267,-377.9142481,3706.638734,133.6141437,0.483553041,360.6963861,-82.79110452,362.7073518
106,10,1,,,,,,,,,,,
106,11,,13,5963.731441,0.999850313,-92.68772998,430.5798679,6051.816774,303.6223926,0.655191106,73.95886961,-448.2925279,674.7933468
106,12,1,,,,,,,,,,,
106,13,,5,4536.881193,0.999744132,-387.7732336,-769.1213544,4560.057047,327.3166899,0.671155728,360.2542775,77.0860357,765.1515695
106,14,,7,5171.042793,0.99980195,487.0765898,504.7538902,5228.152872,137.3882592,0.489072547,-230.1619037,-387.6502957,270.8664881
106,15,1,,,,,,,,,,,
106,16,1,,,,,,,,,,,
106,17,,1,4802.175008,0.999771053,341.7544206,253.4895389,4887.564683,312.9050657,0.661599867,-716.512207,-93.52353727,403.4638627
106,18,,10,3770.835106,0.999632973,-99.17507996,-541.4563361,3835.109139,431.2061594,0.728478661,497.8768054,358.4320069,786.4646782
106,19,,7,5754.881843,0.999839452,-370.4806446,514.3341071,5824.551033,333.8752162,0.675353978,513.8447183,-480.5103897,492.8447387
106,20,1,,,,,,,,,,,
106,21,,6,2407.983019,0.999126709,-56.53063683,439.5043934,2471.375898,140.3455133,0.493314417,23.94794105,-455.9585432,272.9713337
106,22,,18,5257.915235,0.999808315,611.6245667,-432.1884235,5309.327958,192.6993589,0.558395203,-117.797012,397.0998711,476.5213496
106,23,1,,,,,,,,,,,
106,24,1,,,,,,,,,,,
106,25,,15,5605.236794,0.999830926,-284.9649575,345.9088708,5691.65365,136.1287234,0.487243928,-8.76705789,-440.841473,281.9405058
106,26,1,,,,,,,,,,,
106,27,1,,,,,,,,,,,
106,28,,11,6191.288089,0.999860938,398.9687033,-348.1331928,6273.104969,217.0028879,0.58349159,3.86484461,390.5266283,549.2373682
106,29,,7,3825.904214,0.999643187,326.6558574,-568.791505,3874.371577,280.5871924,0.638352882,-141.9981432,452.2334248,616.791863
106,30,,1,4510.558967,0.999741205,-475.6235965,-96.38361446,4588.774561,246.4223695,0.610589555,533.6689622,28.35024892,487.2433185
106,31,1,,,,,,,,,,,
106,32,,14,4825.098925,0.999773177,-439.0697237,-109.2772236,4908.169381,117.1969721,0.458036164,249.8300794,312.4136268,271.2550592
106,32,,5,2747.882999,0.999322471,1056.629877,111.5727649,2645.562554,1314.413317,0.909162185,758.9667017,80.14160415,1900.281195
106,33,,15,2340.81393,0.999078061,-337.1641044,-175.1892427,2413.837168,163.4080738,0.524131869,89.33560843,54.9291987,567.6774412
106,33,,4,1941.981271,0.998683543,-367.3518902,-287.8371722,1990.303915,131.436018,0.480311788,370.7416486,252.5931513,250.1933781
106,34,,12,5955.562083,0.999849909,446.4071708,662.0365231,6006.814135,309.1821199,0.659054195,-413.1401156,-582.240008,407.3463614
106,34,,6,2145.867816,0.998911358,188.6728879,-372.3401839,2209.331631,273.003024,0.63249488,-157.3757612,619.0887945,422.665658
106,35,,2,4093.277872,0.999687195,-375.2721241,204.6093551,4175.142864,304.4782059,0.655790621,624.7414309,-245.104484,462.093095
106,36,,8,3609.351347,0.99960036,478.7232416,493.2651407,3648.683939,256.2100097,0.618916881,-434.3830222,-454.6970811,388.4012124
106,37,,20,4705.444294,0.999761752,499.9033077,-303.8968246,4773.582796,321.4536155,0.667324144,-545.6728445,494.8735297,404.6242032
106,38,,17,1996.469396,0.998750967,-405.9329662,-92.82071224,2057.122108,199.5550592,0.565751969,170.9340474,154.6333281,600.8806854
106,39,1,,,,,,,,,,,
106,40,1,,,,,,,,,,,
106,41,,3,2732.005906,0.999314864,-395.5211831,154.5410639,2803.080013,434.102532,0.729835899,591.0935136,-354.1600368,726.6364186
106,41,,1,340.3713598,0.97181172,-187.5234385,-83.28976577,381.0884714,247.7474623,0.61173572,219.406532,182.7882431,666.78503
106,42,,11,1531.140904,0.997938634,-332.6496268,-189.2130251,1587.285329,306.2841274,0.657049866,307.2544818,-120.6432397,747.9564706
106,43,1,,,,,,,,,,,
106,44,1,,,,,,,,,,,
106,45,,13,6154.051678,0.999859278,-179.3866951,537.4321807,6232.470615,277.8794801,0.6362802,94.47949239,-274.4980785,717.1076212
106,46,,5,5647.718958,0.999833414,-217.1123479,-558.9317403,5720.42026,85.8861634,0.400909945,224.5514337,33.41095403,341.9930371
106,47,,4,5322.98447,0.999812884,461.44926,156.1681657,5405.059342,157.2873339,0.516319096,-522.8084765,-35.73000589,212.6146922
106,48,,4,6790.981369,0.999884074,427.842268,-463.7638523,6866.251388,172.2448485,0.534989539,-333.4872754,412.7678884,266.8492666
106,49,1,,,,,,,,,,,
106,50,,12,4555.952948,0.999746222,430.2252166,-85.75645938,4639.074204,242.5085941,0.607168915,-594.0558738,101.3395641,388.0521258
107,0,,14,4747.828811,0.999765896,529.949751,227.0332196,4817.315813,145.6222962,0.500709711,-461.6597654,-172.3472351,227.0682109
107,1,1,,,,,,,,,,,
107,2,1,,,,,,,,,,,
107,3,,7,2488.747414,0.999180269,320.3759344,-1066.337342,2340.253102,415.6108578,0.72097474,428.9825493,366.2743936,796.3889723
107,4,,2,5206.150387,0.99980456,103.4955529,-480.4431477,5287.32035,243.3413014,0.607901166,-408.4384355,392.971234,440.9931113
107,5,1,,,,,,,,,,,
107,6,1,,,,,,,,,,,
107,7,1,,,,,,,,,,,
107,8,1,,,,,,,,,,,
107,9,1,,,,,,,,,,,
107,10,1,,,,,,,,,,,
107,11,1,,,,,,,,,,,
107,12,1,,,,,,,,,,,
107,13,1,,,,,,,,,,,
107,14,,10,3222.12094,0.999501897,492.088912,260.2253515,3278.542362,193.6110977,0.559386908,-521.1740486,-302.8175794,193.33598
108,0,1,,,,,,,,,,,
108,1,1,,,,,,,,,,,
108,2,,13,4633.373057,0.999754448,514.2032938,195.9229997,4705.142227,126.7051293,0.473125392,-425.4894951,46.02509556,265.6941709
108,3,,12,4458.356655,0.999735249,446.5196084,489.8325037,4513.743825,379.2740511,0.702101806,236.5970559,-365.6888963,815.8801321
108,4,1,,,,,,,,,,,
108,5,,1,5531.74665,0.999826488,670.0374966,33.87365999,5595.693892,200.1559324,0.566385924,-598.1609573,-4.95514085,240.2786763
108,6,,7,3839.412169,0.999645627,-134.4405697,468.8669486,3912.729467,94.67761949,0.418279608,-191.7569271,-186.7900839,338.9952968
108,7,1,,,,,,,,,,,
108,8,,12,6598.957046,0.999877337,61.46745373,-479.2370379,6685.698819,213.4420396,0.579980062,-92.52438992,628.5298818,205.8256437
108,9,1,,,,,,,,,,,
108,10,1,,,,,,,,,,,
108,11,,11,5698.610089,0.999836323,29.92232736,448.9223302,5785.191307,238.9611206,0.604021921,264.6008557,-591.4811974,292.4548851
108,12,1,,,,,,,,,,,
126,0,,9,"6,011.92",0.99985,-144.89,-549.61,"6,089.55",173.04,0.54,-300.61,242.08,453.44
126,1,,1,"6,203.67",0.99986,512.94,123.84,"6,285.69",159.92,0.52,-408.28,-6.14,398.58
126,2,,9,6567.335707,0.999876172,698.8269635,-124.4084066,6633.6417,201.3345332,0.567624452,-459.2884147,36.3423666,453.8420022
127,0,1,,,,,,,,,,,
127,1,,7,"2,694.56",0.999296406,-407.3008504,-366.9321751,"2,743.35",142.770271,0.496739793,362.8420391,325.4917369,224.9914722
127,2,,1,5236.899539,0.999806804,331.9790664,-475.8703637,5309.256349,244.3147885,0.608754139,-381.8456611,428.3512396,434.4345355
127,3,,1,"4,106.45",0.999689149,628.8730282,260.6475226,"4,154.74",182.2012681,0.546667881,-370.4896264,252.6133931,417.0501065
127,4,1,,,,,,,,,,,
127,5,,9,5462.72782,0.999822159,-571.5895134,105.5765347,5536.308075,133.534421,0.483435137,406.5625609,-155.8536076,280.6395419
127,6,,14,"5,758.26",0.999839637,457.8748028,-192.8749527,"5,841.23",178.25053,0.54210129,-459.0843485,139.6526697,368.6596514
127,7,1,,,,,,,,,,,
127,8,1,,,,,,,,,,,
127,9,,14,"4,625.76",0.999753658,-555.0724319,-84.39052491,"4,696.16",272.6282585,0.632201132,584.7233397,226.164503,439.0045718
127,10,1,,,,,,,,,,,
127,11,1,,,,,,,,,,,
127,12,,6,"3,304.00",0.999525542,-495.5982189,79.0246028,"3,370.22",298.7247881,0.651725506,53.98234727,94.85690962,798.5814138
127,13,,5,"3,972.27",0.999668349,221.9346641,526.7651934,"4,035.64",391.5761589,0.708721884,-361.5307585,-376.3545126,784.5900546
127,14,,16,"3,571.57",0.999592102,-470.8704362,-194.9513476,"3,639.56",164.6013557,0.525626518,536.3214625,55.43664838,212.5366239
127,15,,7,"3,729.08",0.999624933,590.0003942,-320.0789829,"3,773.40",,,,,
127,20,,21,"6,925.10",0.999888455,-43.89288574,-714.0534346,"6,992.82",373.4997729,0.698907866,-549.7940383,533.7395999,503.03
127,21,,6,"5,568.72",0.999828742,339.0725055,356.0562176,"5,651.40",282.4928436,0.63979935,361.04907,657.9092949,215.7723567
127,22,1,,,,,,,,,,,
127,23,,7,"4,342.70",0.9997213,-387.0599472,356.5569149,"4,415.21",1444.910492,0.919266276,-190.6832005,175.65603,2175.132936
128,0,,6,"4,656.96",0.999756875,835.3347641,103.0268751,"4,685.81",253.3298597,0.616499369,-164.4947498,99.8233158,708.801536
128,1,,10,"5,239.50",0.999806991,-194.9712704,397.4300869,"5,325.10",229.5059998,0.595410025,160.3644225,-556.2332249,384.8559616
128,2,1,,,,,,,,,,,
128,3,1,,,,,,,,,,,
128,4,1,,,,,,,,,,,
128,5,1,,,,,,,,,,,
128,6,,8,"1,426.34",0.997646476,628.8508812,247.2940136,"1,370.17",161.7024082,0.5219795,9.318128795,60.38933184,570.7606221
128,7,,2,"4,260.37",0.999710686,-360.2381107,-442.7282208,"4,326.62",309.3880213,0.659195839,364.2031312,357.4854806,644.742651
128,8,1,,,,,,,,,,,
128,9,,2,"1,997.34",0.998752003,228.8813393,-650.6741535,"1,983.19",285.6204194,0.642151687,221.0251206,232.0424518,717.4309217
128,10,1,,,,,,,,,,,
128,11,,16,"4,401.82",0.999728565,-303.5831911,345.4718565,"4,482.07",154.862604,0.513154315,287.1184055,-334.9291118,346.2516174
128,12,1,,,,,,,,,,,
128,13,,14,"6,055.29",0.999854729,271.9397656,-588.0696594,"6,125.22",435.6407243,0.730552189,815.2651284,456.8608545,365.6032951
128,14,,15,"5,445.71",0.999821067,332.0865832,-617.684886,"5,505.23",106.3370756,0.439633129,-288.5553496,195.2462669,299.0161082
128,15,,12,"4,971.69",0.999786089,401.6471492,237.3773483,"5,054.12",178.4326525,0.542313718,-439.5218362,-351.5623307,223.164403
128,16,,10,"2,952.73",0.999410237,-281.1864418,454.5945118,"3,008.82",282.5617934,0.639851498,315.5693751,-566.1473572,435.6836364
128,17,1,,,,,,,,,,,
128,18,1,,,,,,,,,,,
128,19,,1,"4,607.52",0.999751747,67.5127132,498.5279785,"4,684.42",380.93,0.7,297.0825497,6.12877604,878.3081189
128,20,,13,"3,502.46",0.99957632,332.35058,-346.437662,"3,573.83",188.72,0.554013046,-284.3286834,246.2164756,498.18
128,21,1,,,,,,,,,,,
128,22,,14,5682.528995,0.999835412,728.6374045,155.2784973,5738.418161,239.8354107,0.604801677,-575.4178133,-182.9303482,377.9987864
128,23,,4,"4,180.08",0.999699741,-481.2916188,-507.5647411,"4,226.30",263.8715307,0.625218861,403.5035671,442.5718933,453.8349555
128,24,,15,"4,914.68",0.999781201,-424.3442215,-61.02004605,"5,000.23",240.5673583,0.605452376,-575.9787063,-416.8153534,-60.74956118
128,25,,3,"5,774.73",0.999840534,-68.77425789,-653.9749587,"5,841.90",442.5558502,0.733734337,-107.6595279,860.4754858,523.5282418
128,26,1,,,,,,,,,,,
128,27,1,,,,,,,,,,,
128,28,1,,,,,,,,,,,
128,29,1,,,,,,,,,,,
