mergedTuple,Entry,Bg=1,Slice No.,KE (MeV),v/c,px,py,pz,KE,v/c,px,py,pz
83,42,,7,5764.388836,0.999839971,403.8246177,413.4040485,5839.924921,238.5535809,0.603657509,-445.37627,-461.9381947,304.4460725
86,0,,2,4503.576784,0.99974042,-433.3945151,112.4662197,4585.57254,4503.576784,0.99974042,-433.3945151,112.4662197,4585.57254
86,1,1,,,,,,,,,,,
86,2,,2,2743.158204,0.999320221,222.6053926,525.2899964,2788.457892,191.4161353,0.556992355,-177.2558249,-482.0842551,363.1968477
86,3,1,,,,,,,,,,,
86,4,1,,,,,,,,,,,
86,5,,20,1934.190475,0.998673458,454.3620591,-183.1738833,1976.682888,174.272704,0.537414303,-513.7291007,-88.14226277,292.6088186
86,6,1,,,,,,,,,,,
86,7,,16,2789.481007,0.999341812,-294.393991,482.1144194,2836.880887,149.9639311,0.506634506,138.792899,-467.0406982,257.7421828
86,8,,7,3671.366264,0.99961338,-182.7269162,172.1093412,3766.550997,869.0144149,0.854720633,238.2115582,540.4811649,1427.092309
86,9,1,,,,,,,,,,,
86,10,,4,2358.488303,0.999091249,371.8929502,-213.0442265,2423.64548,454.578153,0.739122695,-800.1940633,446.2103804,469.0582795
86,11,,9,2586.38253,0.999238687,617.7760492,315.8014687,2598.295038,113.6851651,0.45222892,-351.7807904,130.5000871,292.2630481
86,12,1,,,,,,,,,,,
86,13,1,,,,,,,,,,,
86,14,,5,6463.822296,0.999872238,667.3730837,-149.542832,6532.277663,122.4716337,0.466517236,-295.228072,92.20643083,386.127499
86,15,,13,3922.127604,0.999660037,-335.8836297,630.6158223,3961.847752,239.1165831,0.604160775,341.2339421,-453.0177165,429.0615288
86,16,1,,,,,,,,,,,
86,17,,1,3864.584129,0.999650108,315.8983442,-408.4761556,3934.454044,164.6433224,0.525678918,-4.545747663,510.6792548,274.1611412
86,18,1,,,,,,,,,,,
86,19,,5,5010.810221,0.999789348,285.7570504,655.3868363,5064.513819,237.6084862,0.602810118,-269.9481101,-539.2637109,372.2015324
86,20,1,,,,,,,,,,,
86,21,1,,,,,,,,,,,
86,22,,12,3393.681984,0.999549559,486.022014,244.9344557,3454.495671,218.902526,0.585343133,-385.9615653,-241.9754422,501.0598868
86,23,1,,,,,,,,,,,
86,24,,5,5163.239944,0.999801363,-119.8468133,597.1308722,5231.863776,277.7609055,0.636188963,131.6402484,-588.0406835,484.8809947
86,25,1,,,,,,,,,,,
86,26,1,,,,,,,,,,,
86,27,,6,5301.638353,0.999811403,-481.5282631,-119.8444548,5382.794917,226.1403307,0.592262899,170.1616223,26.89378154,667.6080109
86,28,,3,3481.723829,0.999571406,488.2298829,315.2076403,3537.773106,181.2902925,0.545622569,156.3662477,20.19461731,590.0072312
86,29,,2,3311.033464,0.999527494,-372.0616868,151.7463367,3390.693554,263.2760268,0.624735607,661.9877634,-157.9984945,316.2732511
86,30,1,,,,,,,,,,,
86,31,,5,2490.836435,0.999181589,487.0556075,-231.0259324,2537.07423,216.1788871,0.582683768,-448.379489,19.44306426,500.8619616
86,32,,5,5949.951726,0.999849631,198.1363611,-533.5401333,6027.22924,330.3579202,0.673113839,-415.7878024,204.0354737,717.2013961
86,33,,6,3685.09521,0.999616176,-243.2176137,-375.1350752,3762.168997,326.041848,0.670328995,580.5409949,362.0418947,499.8555925
86,34,1,,,,,,,,,,,
86,35,,15,5562.456426,0.999828364,-230.5157454,-369.9155388,5649.695773,298.8430371,0.651809884,425.8060407,275.0557779,626.8733789
86,36,,8,6085.875139,0.999856161,670.4361151,41.87504787,6153.427653,211.6581033,0.57820046,-186.131419,479.1335589,421.492446
86,37,,9,3843.246859,0.999646315,197.8378274,-410.7248799,3920.432824,123.045322,0.46742285,-90.16290443,419.8346163,248.1586608
86,38,,5,5535.583338,0.999826724,472.5777137,143.2745508,5617.944295,305.7084546,0.656649315,-80.54286914,280.5358557,762.7445182
86,39,,9,4672.589208,0.999758463,557.1757783,-310.8517992,4733.630736,123.4834764,0.468112346,-357.794844,221.3471415,264.3699365
86,40,,13,2796.985626,0.999345213,-448.4266154,-148.5220493,2861.354634,173.5443159,0.536546136,234.5690704,346.452565,425.0114558
86,41,1,,,,,,,,,,,
86,42,1,,,,,,,,,,,
86,43,,5,5965.804427,0.999850415,484.2010361,380.4907545,6038.577443,109.1703037,0.444563524,-93.01989796,-318.7334533,326.3095605
86,44,,2,6529.260943,0.999874746,641.6567004,-84.50796961,6601.78221,207.0021441,0.573490173,-528.6221167,230.7357072,313.8560199
87,0,,13,6219.113575,0.999862159,431.4935098,-177.7553299,6305.997455,309.333991,0.65915868,-754.8990102,178.2965351,272.6461352
87,1,,9,2676.516168,0.999287245,571.0688088,255.7694163,2708.185669,187.864082,0.553065362,-155.8087421,-254.4289432,546.5486985
87,2,1,,,,,,,,,,,
87,3,,11,3730.084556,0.999625131,319.1368367,-513.6448711,3785.653071,270.5333957,0.630551569,-524.6877744,445.4316018,327.1122071
87,4,,1,3627.309433,0.999604197,489.2773705,-52.56365824,3698.236528,170.648852,0.533063986,-505.1019947,104.4654864,288.4739401
87,5,,4,5378.557257,0.999816657,44.08780223,752.6216859,5430.468861,161.391501,0.521585129,104.2973353,-445.3296173,345.8630804
87,6,,2,5447.998911,0.999821215,0.220968441,599.1109941,5519.586748,191.6150605,0.557210369,-90.2520631,-340.3472893,521.7321849
87,7,,6,4312.467059,0.999717471,-446.2337449,444.1563361,4371.108648,393.0776437,0.70951317,707.2920511,-160.8899545,604.7942382
87,8,,4,5568.189074,0.99982871,633.0816452,81.97680284,5636.181039,178.2092338,0.542053096,-412.1190312,130.7369597,423.255012
87,9,,1,3049.162241,0.999445756,162.021865,451.5490625,3115.69684,141.5039458,0.494956734,-56.6279536,-457.9236607,269.4141141
87,10,,5,5103.653685,0.999796792,-96.02094666,-576.1745468,5174.731981,234.836104,0.600305557,24.10463672,503.5271008,491.5078352
87,11,1,,,,,,,,,,,
87,12,1,,,,,,,,,,,
87,13,,13,3422.925062,0.999556998,94.17263762,542.4583255,3483.116525,252.4255905,0.615734761,66.36959733,-119.4682244,720.1329783
87,14,,9,1626.987565,0.998160674,-58.55321166,-560.6719553,1634.3116,633.9837411,0.802465674,493.4146162,529.8645029,1032.992985
87,15,1,,,,,,,,,,,
87,16,1,,,,,,,,,,,
87,17,,4,5538.096238,0.999826878,-37.41216348,-629.1950462,5606.80159,153.0437038,0.510753424,49.02138057,459.499809,311.4308805
87,18,,10,6460.557808,0.999872111,69.3945544,-599.8681993,6536.885105,370.8816505,0.697440869,69.11143617,319.8084546,852.2167194
87,19,1,,,,,,,,,,,
87,20,,2,3849.926809,0.999647509,192.5262597,-494.6782332,3917.735079,211.3796589,0.577921449,-193.8388957,393.73688,498.6254628
87,21,,4,3975.387554,0.999668855,-539.9363778,-371.0688369,4026.079261,212.9207241,0.579461433,-459.0206234,-163.3610422,455.3984524
87,22,,2,4713.456871,0.999762543,98.21027256,-531.9109232,4786.849395,150.5106761,0.507370729,-401.3355178,-150.4591147,348.286303
87,23,,10,3508.69427,0.999577781,-390.0175748,280.0433172,3580.114986,284.9367212,0.641639734,584.401567,-388.7257584,350.8522729
87,24,1,,,,,,,,,,,
87,25,,3,2386.853683,0.999111829,640.0061499,146.1440746,2401.529474,211.5903229,0.578132573,-302.4541558,-257.8808373,532.6658125
87,26,,6,4884.907897,0.999778583,-482.3692501,164.5572309,4962.70054,137.3505642,0.489018013,288.2973852,-348.2897823,268.5399061
87,27,1,,,,,,,,,,,
87,28,,7,5929.124505,0.999848591,-200.9054521,574.488101,6002.43567,176.0117107,0.539474527,-89.37225164,-126.5600125,580.666217
87,29,1,,,,,,,,,,,
87,30,,12,3040.300887,0.999442628,177.8325094,401.0406633,3112.785674,208.7229978,0.575242292,88.51199212,-250.6866052,603.6981754
87,31,,8,5979.746817,0.9998511,-63.14858791,56.01544569,6083.255161,253.62217,0.616745958,-537.3035511,35.34227762,500.1751827
87,32,1,,,,,,,,,,,
87,33,,5,2709.167742,0.999303694,228.0903173,-409.369835,2772.887705,206.8214004,0.573305375,-335.8191762,516.4461658,226.4528152
87,34,1,,,,,,,,,,,
87,35,,7,5552.58519,0.999827764,-174.1596222,618.5590185,5619.990956,165.8917756,0.527232642,273.519896,-452.6210324,243.0105343
87,36,1,,,,,,,,,,,
87,37,1,,,,,,,,,,,
87,38,,4,2967.747396,0.999415988,-283.7295947,-498.1718218,3016.964354,130.2517082,0.478531827,203.8887655,405.2449653,235.6344659
87,39,,3,4758.876124,0.999766958,654.930357,-218.6511122,4813.47316,90.59733323,0.410364739,-232.0247037,-87.15984962,341.6667549
87,40,1,,,,,,,,,,,
87,41,,6,5898.374927,0.999847035,398.859561,-457.3333993,5971.703503,351.111211,0.685966513,-322.3577552,711.4330827,414.622914
87,42,,1,3655.9348,0.9996102,272.3803873,526.5914651,3712.427228,214.6520049,0.581179302,-123.9892073,-565.3640926,337.2725362
87,43,1,,,,,,,,,,,
87,44,,8,2844.590887,0.999366185,-43.6277727,606.8969705,2884.238909,432.5135772,0.729092695,538.7845156,-648.9272764,535.7873655
87,45,,4,4715.490322,0.999762744,396.5479149,-542.9645362,4772.215545,199.7013039,0.565906423,-372.3870631,475.0610454,223.9757471
87,46,,3,2699.911813,0.99929909,313.9453026,-490.1599897,2741.840041,216.9943049,0.58348319,-269.7214419,515.3013183,340.4155393
87,47,1,,,,,,,,,,,
87,48,1,,,,,,,,,,,
87,49,,6,3509.606,0.999577994,-462.0737921,409.185383,3559.972847,149.1485977,0.505532551,77.41089953,-402.9317047,365.6523861
87,50,,2,3837.120095,0.999645214,63.96934671,-476.2078238,3911.319455,155.4131071,0.513876398,-158.9185402,233.7044468,485.6288212
88,0,,1,6553.663061,0.999875663,455.437648,288.8757066,6635.954802,326.2691062,0.670476629,-538.5649537,-417.353866,504.277616
88,1,1,,,,,,,,,,,
88,2,,2,2843.030058,0.999365513,-117.0261938,439.6638651,2910.817201,281.0126512,0.638676695,-107.764894,-448.025072,627.5413183
88,3,1,,,,,,,,,,,
88,4,,4,5986.036892,0.999851407,286.9554091,454.6491789,6066.354435,214.5914842,0.581119466,-485.271201,-329.372998,323.4940788
88,5,,9,5822.103801,0.999843073,-331.895029,-542.5612962,5891.94428,304.7948012,0.656011951,298.2990186,686.4808393,323.1975721
88,6,1,,,,,,,,,,,
88,7,,3,152.2640253,0.509717114,412.216127,179.1695682,326.8145886,176.8993129,0.540519355,253.0457266,-380.7367802,392.6370363
88,8,1,,,,,,,,,,,
88,9,1,,,,,,,,,,,
88,10,1,,,,,,,,,,,
88,11,,13,4721.541968,0.999763338,26.60041055,-586.258366,4789.579931,118.8453634,0.460717059,-66.21479252,403.6165847,264.1730037
88,12,1,,,,,,,,,,,
88,13,1,,,,,,,,,,,
88,14,1,,,,,,,,,,,
88,15,1,,,,,,,,,,,
88,16,,1,5588.676157,0.999829941,-318.0599991,453.8134722,5665.669806,183.3102925,0.547934331,256.3749264,-333.0403081,448.161603
88,17,1,,,,,,,,,,,
88,18,,7,5793.88466,0.999841568,-106.0413799,-475.5394391,5877.791482,264.9804715,0.626115867,143.7638012,496.1220516,548.1905638
88,19,1,,,,,,,,,,,
88,20,,3,3834.00363,0.999644653,657.2418774,-29.46219045,3882.253172,218.6151581,0.585064001,-383.7554179,-217.3946047,513.2114468
88,21,1,,,,,,,,,,,
88,22,1,,,,,,,,,,,
88,23,,14,5943.078735,0.999849289,604.5946653,-149.8549585,6015.00126,275.8192477,0.634689274,-242.1322121,-135.6169999,718.6746046
88,24,1,,,,,,,,,,,
88,25,,4,1726.028441,0.998354432,555.8683382,56.63275022,1740.529596,185.569442,0.550493628,-451.6249877,1.228781379,422.6081538
88,26,1,,,,,,,,,,,
88,27,,8,4507.725031,0.999740887,-377.2341198,-364.9478633,4581.562472,127.01223936507421 0.4735981413317539 323.92037116083253 293.53133274433196 251.63866920999058,,,,
92,1,,16,3864.85957,0.999650156,24.18717798,-363.6197957,3951.702877,353.5216719,0.687404186,147.8996057,535.3210481,692.6336053
92,2,,9,4425.042143,0.99973134,517.9410748,101.2255076,4497.97146,206.9055308,0.573391411,-475.3684783,16.0437298,452.4732955
92,3,1,,,,,,,,,,,
92,4,,6,5470.789808,0.999822673,-520.561809,125.648695,5549.021066,288.4361011,0.644246795,613.7301939,-83.32318873,490.6057534
92,5,1,,,,,,,,,,,
92,6,1,,,,,,,,,,,
92,7,,15,6088.61474,0.999856289,483.298068,-119.7597605,6172.6752,180.2069191,0.544373485,-519.9651896,-116.7601674,294.1869794
92,8,,15,3131.995116,0.999473766,674.3948625,177.0661957,3159.264394,364.8618083,0.694022239,-660.9589635,50.0822212,615.0039929
92,9,,8,2837.801689,0.999363256,-248.1562745,79.25899366,2929.367381,248.9375894,0.612760054,218.6979904,-297.3244046,626.6946852
92,10,1,,,,,,,,,,,
92,11,,4,2811.417804,0.999351679,600.1977474,-373.5182999,2827.492627,168.3505268,0.530264037,-498.4644276,-236.7892084,199.0768028
92,12,1,,,,,,,,,,,
92,13,1,,,,,,,,,,,
92,14,,4,2302.787629,0.999048697,130.279883,644.028782,2314.016064,447.4566141,0.735952558,-186.6345931,-557.6000866,833.0040225
92,15,,8,5269.021939,0.999809107,-156.8629143,348.8890168,5359.361648,1248.038563,0.903263324,-57.64689919,128.2162204,1969.557828
92,16,,4,4837.725662,0.999774335,-403.6667076,-76.48871735,4924.501461,257.3341766,0.619853193,538.778383,285.2036715,421.1371672
92,17,,6,2594.837263,0.99924345,426.6762914,477.3959585,2620.713012,266.6090098,0.627426369,-628.3271427,145.0218653,394.223955
92,18,,5,4920.885926,0.999781742,-344.9547899,581.6920306,4979.070688,282.0107086,0.639434339,401.373821,-526.4939725,412.6563728
92,19,,7,1967.588501,0.998715893,-551.6371263,138.7978465,1990.233588,276.7773217,0.635430608,-57.50904829,169.5605333,750.8540979
92,20,1,,,,,,,,,,,
92,21,1,,,,,,,,,,,
92,22,,15,5087.180058,0.9997955,569.8721417,299.7127372,5151.031622,157.5336433,0.516638326,-521.7994871,-89.7455752,200.0524694
92,23,1,,,,,,,,,,,
92,24,,15,7344.760865,0.999900669,474.943946,-577.2318447,7411.41981,316.2755628,0.663876704,-429.8595249,612.7764176,364.8137035
92,25,,5,3576.211842,0.99959313,252.372041,-778.0140354,3587.659145,462.7502096,0.7426848,-309.4217425,163.7166176,979.6490209
92,26,,4,6509.985694,0.999874015,-722.5218468,-192.8909933,6571.739951,171.3769029,0.533944264,246.9191697,28.81006237,537.6560393
92,27,,13,3014.075928,0.999433213,277.2579342,-409.6289509,3077.814452,327.7909921,0.671462416,-122.0730698,293.1719125,788.3725205
92,28,,17,635.8494458,0.989905467,187.7723469,58.08405178,706.5413576,561.5131412,0.780195011,-194.3069172,29.3503719,1153.290526
92,29,1,,,,,,,,,,,
92,30,,12,1952.235323,0.998696642,486.810924,154.8840424,1990.029706,303.0760295,0.65480743,-387.7680263,195.8215614,686.8155393
92,31,,11,5873.97708,0.999845784,571.8892,175.1401043,5948.059399,263.4650966,0.624889156,-606.1893795,-236.0584262,374.8135988
92,32,1,,,,,,,,,,,
92,33,1,,,,,,,,,,,
92,34,1,,,,,,,,,,,
92,35,,19,6264.189309,0.999864103,218.5819543,-361.8705946,6354.275652,1219.844117,0.900578641,66.70077515,-110.4256261,1939.021512
92,36,,11,4405.448737,0.999729001,151.4254849,537.4763512,4474.518109,289.7303746,0.645202746,122.1830649,-485.1076778,614.1821492
92,37,,10,1440.335325,0.997688972,24.64318661,-62.5688346,1540.296764,280.655736,0.638405084,-73.9648301,320.431191,705.075073
92,38,,9,4481.936156,0.999737965,172.7712833,-631.9414313,4538.695673,296.5135985,0.650141189,-136.1623751,697.3306015,373.3224674
92,39,,15,5464.773026,0.99982229,522.2448754,131.5441189,5542.680127,205.1307765,0.571569677,-351.5154285,-36.32301231,549.564841
92,40,,8,2338.180046,0.999076072,-143.0807122,422.3425729,2399.845495,244.9259103,0.609287923,73.08298672,-578.4277877,423.7332659
92,41,,4,4740.628361,0.999765199,450.8560746,-157.4164698,4820.895982,278.8240982,0.637005619,-582.2961837,36.45462138,510.3127483
92,42,1,,,,,,,,,,,
92,43,,13,5195.225318,0.999803753,758.8336459,78.29272168,5243.987526,349.7091405,0.685125163,-801.580708,12.12311131,368.3371135
92,44,,6,4357.675334,0.999723167,-344.1672871,-90.28518116,4447.228756,252.176387,0.615523572,285.9119993,407.390418,537.5529816
92,45,,17,3613.860421,0.999601328,-441.8014774,-57.56314695,3690.582037,211.8014411,0.578343959,469.8470099,207.1300683,422.5402656
92,46,1,,,,,,,,,,,
92,47,,4,3860.83904,0.999649446,-301.5618339,132.581047,3950.738794,179.0358138,0.543015914,532.5378777,91.2145478,275.6960726
92,48,,14,4864.637353,0.999776773,-217.7339627,407.4426255,4947.004432,292.4525627,0.647198949,351.6373791,-409.8125998,585.2984672
94,1,,6,3302.544541,0.999525137,112.9907632,587.5171992,3352.967555,146.0137928,0.501249774,128.2369158,-57.33926129,524.8898984
94,2,,13,2845.997398,0.999366789,464.5740025,239.2122121,2902.466048,250.464077,0.614066901,-616.8429791,60.52325793,385.285007
94,3,,8,3797.675244,0.999638005,-621.3972553,210.3201685,3845.70929,469.3845188,0.745518867,29.87455541,70.80243103,1046.413738
94,4,,10,5932.727295,0.999848771,47.54851728,-432.1124739,6021.141406,117.7165385,0.458884219,61.23612011,394.1759655,274.8979001
94,5,,8,3456.585455,0.999565333,-200.4066495,620.0623606,3499.889397,310.8080683,0.660169992,144.7362658,-615.1141912,529.4936605
94,6,,12,3923.319629,0.999660238,-389.0771863,-51.92116364,4007.774591,163.7952118,0.524617779,485.4366045,100.7600196,297.1656276
94,7,,17,7450.761634,0.999903437,622.50498,11.49535399,7529.333588,158.15645,0.51744368,-372.9028419,185.461175,385.0488098
94,8,,6,4874.763942,0.99977768,444.2565019,234.545841,4953.246241,118.1850809,0.459646578,-391.8510978,4.268890086,286.5613701
94,9,,8,4622.955414,0.999753365,-435.8387321,-87.68327803,4705.836125,376.803635,0.700742269,753.6007487,430.3913383,309.3764796
94,10,,9,6309.859849,0.999866031,548.7584634,-254.1903138,6385.42507,277.3044647,0.635837383,-60.95366951,-260.2531025,725.0337335
94,11,,11,5716.833326,0.999837346,119.947372,664.7411725,5781.561214,209.5800049,0.576109952,-129.7280768,-485.6233474,429.4606597
94,12,,15,5632.24174,0.999832514,-71.60331203,489.2438999,5714.930547,250.5995608,0.614182513,258.1576315,-538.2171389,420.2402464
94,13,,2,3360.284948,0.999540833,-164.3680648,-540.2019242,3417.358599,208.5477661,0.575064481,277.9808061,514.5859714,304.3940365
94,14,,6,4086.086921,0.99968612,439.4031851,106.2054657,4165.312691,110.2897785,0.446485732,21.10233358,-164.5359087,437.664353
94,15,1,,,,,,,,,,,
94,16,,15,5504.026445,0.999824769,645.2057929,138.1919601,5569.090152,326.321531,0.67051067,-657.9726131,-118.1537682,521.3220323
94,17,,14,6448.055,0.999871623,416.86532,-579.6873274,6513.19359,274.4347887,0.633613368,-303.4768527,513.8761721,483.7222306
94,18,1,,,,,,,,,,,
94,19,,13,5790.603786,0.999841392,-59.00779264,-656.3794019,5857.713135,232.443653,0.598121391,145.5107308,635.17384,255.8811543
94,20,1,,,,,,,,,,,
94,21,,3,3747.228558,0.99962846,469.2323035,-173.7382949,3818.15085,125.5737839,0.471376219,-285.7255951,-119.4298581,394.2620793
94,22,,4,4515.810209,0.999741793,-475.3503554,-168.9794001,4591.987586,199.9789762,0.566199403,507.3732951,245.1425327,312.4574026
94,23,,14,3296.85408,0.999523546,553.6903216,-192.759724,3349.306928,226.4226445,0.592528575,147.2872276,324.2567909,590.9315538
94,24,,7,3881.618128,0.999653092,-140.7201433,471.1260283,3954.786619,116.7796119,0.457352885,131.7802734,-200.5324698,418.4933904
94,25,1,,,,,,,,,,,
94,26,,1,5352.830834,0.999814925,-187.8010728,-422.8258076,5437.172198,228.3728526,0.594355356,439.0105088,364.2165353,393.951418
94,27,1,,,,,,,,,,,
94,28,,8,2574.497476,0.999231916,-385.4454001,46.62227728,2649.13947,313.7512471,0.662173946,-571.436317,216.937131,559.8535535
94,29,,12,4488.378047,0.999738699,504.0206544,275.1972376,4556.130655,198.9665774,0.565129423,-490.9437368,-41.09020396,412.4740483
94,30,1,,,,,,,,,,,
94,31,,9,4650.228957,0.999756186,258.5531633,484.2010908,4722.274558,185.9723676,0.55094722,-396.1996492,-203.0275831,430.4364316
94,32,,12,4563.240214,0.999747014,-399.2696382,398.3785283,4632.852254,457.4980189,0.740404591,643.9997013,-440.9008869,677.0830919
94,33,,4,6216.839505,0.99986206,564.6857276,427.9403182,6281.132608,311.3446751,0.660536868,-592.68147,-391.9261167,419.6912097
94,34,,14,5773.937891,0.999840491,465.7748788,401.1332577,5845.770402,175.9031469,0.539346423,-560.7561932,-91.78571077,195.1002198
94,35,,5,6954.0336,0.999889368,147.9616559,-566.1295871,7033.955858,204.6260986,0.571049024,-272.4949991,517.429316,289.4197291
94,36,,12,5489.924348,0.999823884,-235.1384485,475.517522,5568.729339,187.1005625,0.552212717,191.7704469,-458.1120845,373.3158039
94,37,,8,3502.359052,0.999576297,570.9372046,-8.107843075,3560.334156,199.3025671,0.565485064,-495.65015,29.53863383,408.7438405
94,38,,13,2906.523425,0.999391994,334.5950082,306.9818855,2975.240602,160.7139351,0.52072347,-507.049989,-111.1536547,240.5690856
94,39,1,,,,,,,,,,,
94,40,1,,,,,,,,,,,
94,41,1,,,,,,,,,,,
94,42,,9,5281.36566,0.999809981,-47.61783538,-492.7046119,5362.544613,182.9992483,0.547579809,520.1459952,193.7168658,262.1397225
94,43,1,,,,,,,,,,,
94,44,1,,,,,,,,,,,
94,45,,8,3790.491243,0.999636669,-7.627969574,420.0563035,3871.346218,160.6094133,0.52059028,89.46743851,-443.6499682,349.6697387
94,46,,1,3768.150986,0.999632464,-180.5193137,-406.9448288,3846.047613,194.1228828,0.559941763,-515.2635661,-182.4558925,321.0475455
101,0,1,,,,,,,,,,,
101,1,,2,"3,745.65",0.99963,575.19,226.82,"3,799.23",188.97,0.55,535.53,18.68,321.05
101,2,,10,"6,114",0.999857453,561.6350414,95.41706851,"6,192",201.8131466,0.568125536,-420.3403419,176.4555301,459.8993934
101,3,,8,4379.660322,0.999725875,-520.3792399,-0.186816487,4453.129081,231.9912433,0.59770596,257.8209478,9.295828371,649.9826581
101,4,,3,"5,011.83",0.99979,504.2,376.9,"5,076.88",310.93,0.66,-191,-506.03,622.44
101,5,,1,"4,373.58",0.99973,185.3,-703.93,"4,417.79",232.98,0.6,-225.91,616.87,244.5
101,6,,18,"5,946.89",0.999849479,184.9233467,-474.4403855,"6,029.52",175.4170203,0.538771961,-210.5734245,489.3840748,275.7091244
101,7,,10,"5,846.05",0.999844334,420.3140293,-372.6023614,"5,923.55",235.7817649,0.601163033,-491.20309,312.542622,398.6931971
101,8,1,,,,,,,,,,,
101,9,,10,"6,398.98",0.999869678,531.1119002,-193.2097126,"6,478.52",96.73718309,0.422183521,-23.04960216,-271.0087953,341.8479001
101,10,1,,,,,,,,,,,
101,11,,7,"4,349.98",0.99972221,-318.6707499,99.62624703,"4,441.21",179.8224209,0.54392861,498.9492117,-153.0409105,311.947317
101,12,,5,"4,154.52",0.999696126,505.754385,-434.5920056,"4,205.69",221.1465347,0.587511155,-446.2537487,-145.4877777,493.4243481
101,13,1,,,,,,,,,,,
101,14,,11,3640.062868,0.999606889,-405.6110876,150.1300975,3718.522756,219.7811107,0.586194424,242.1184505,-364.6897461,518.6454911
101,15,,7,"6,274.60",0.999864546,-101.5044957,532.2683753,"6,355.68",261.4713835,0.623264435,62.47547365,-592.4867608,451.6014319
101,16,,16,5082.32917,0.999795117,-456.1036443,-327.6770979,5155.769206,339.0177426,0.678582862,504.4544129,499.6488931,496.7967833
101,17,,10,"4,658.03",0.999756984,-414.5274304,42.87578565,"4,743.60",546.1274247,0.774951095,999.8243747,488.416731,290.8445105
101,18,,12,"4,611.65",0.999752181,250.1235385,-535.4633775,"4,678.30",363.8367555,0.693433693,543.0225128,-18.12899043,720.9249811
101,19,,10,"2,131.94",0.998897751,-251.7470027,-210.6557459,"2,210.23",120.6145259,0.463563327,297.4522748,-249.1648055,300.4326187
101,20,1,,,,,,,,,,,
101,21,,6,5337.002303,0.999813846,583.7269002,-252.5652958,5403.687421,78.97834231,0.38637879,-162.3885111,42.2037782,355.3164242
101,22,1,,,,,,,,,,,
101,23,,9,"3,078.05",0.999455773,270.8657178,-457.820286,"3,136.53",161.9188713,0.522253701,-118.6004854,308.9363002,469.5421288
101,24,1,,,,,,,,,,,
101,25,,11,"2,622.95",0.999258967,153.3892312,-419.2676586,"2,689.12",136.858673,0.488305301,-201.0151479,430.6459679,222.7422894
101,26,,8,5347.313472,0.99981455,526.5960499,-156.487811,5423.550992,191.18,0.556735301,-526.2601352,99.67991785,329.12
101,27,1,,,,,,,,,,,
101,28,,2,"6,028.39",0.999853452,277.532457,-646.9309224,"6,091.95",290.7921037,0.645983633,-506.4919542,334.9647905,511.22
101,29,,11,"4,005.77",0.999673733,363.3819487,303.7499112,"4,082.04",165.3615226,0.526573936,-394.8770468,-263.8617508,334.681556
101,30,,2,"6,274.99",0.999864563,696.2123705,-78.08062182,"6,340.54",190.8635353,0.556385674,-573.0058927,-3.175244184,257.1829039
101,31,,8,4424.590291,0.999731287,199.9294888,-432.347458,4503.250724,282.0564027,0.63946896,-253.798041,641.1179335,365.0314718
101,32,1,,,,,,,,,,,
101,33,,1,"3,160.48",0.999482909,-544.031593,-273.9249468,"3,206.45",185.843968,0.550802768,239.6734672,91.52966018,563.3473305
101,34,,9,"5,686.41",0.999835633,-146.1037384,585.3219908,"5,758.95",124.1442045,0.469148568,253.6314311,199.6560639,379.6246363
101,35,,11,"5,628.59",0.9998323,68.60511651,-637.6066253,"5,696.64",167.9798452,0.529809426,459.8617942,233.0639772,278.4882956
101,36,,6,"3,580.28",0.999594029,-103.8367471,365.4924623,"3,664.14",117.2858936,0.458181505,-355.2233226,-138.0118402,297.5793009
101,37,,12,4304.013827,0.999716386,288.7169659,456.6627988,4374.526206,211.4352845,0.577977215,-302.4473709,-409.3603906,426.9743924
101,38,1,,,,,,,,,,,
101,39,,6,"5,574.24",0.999829075,614.3655162,222.557037,"5,640.55",317.6819434,0.664819036,239.2053434,698.3401238,389.8653847
101,40,1,,,,,,,,,,,
101,41,1,,,,,,,,,,,
101,42,,5,"2,815.49",0.999353485,551.1755635,160.9783618,"2,861.56",296.1278577,0.649863536,-18.56437838,-335.2507963,728.3473324
101,43,,13,"3,668.19",0.999612729,-484.0207071,-254.494717,"3,731.88",383.001884,0.704133999,502.2208842,494.6588356,606.868023
101,44,,3,"4,792.03",0.999770103,275.3573244,-447.799478,"4,867.60",190.4171623,0.55589448,-90.02972887,295.7300449,545.8201907
101,45,,3,1637.319169,0.998182443,317.743223,-191.7569515,1699.093759,146.8896824,0.502453836,96.89676955,-391.7299967,366.4699832
101,46,,18,"5,988.08",0.999851507,673.284964,-61.20870728,"6,054.55",197.7339752,0.563820098,-536.7277652,134.2478732,322.4104172
101,47,,10,3878.055755,0.999652471,-317.1354826,204.652935,3963.74197,163.3061971,0.52400384,92.26646935,-268.7095131,502.3081087
101,48,,13,"1,547.92",0.997980321,-365.9819803,-229.9406516,"1,591.95",263.1783265,0.624656219,42.85396453,321.8619695,676.4272189
101,49,1,,,,,,,,,,,
101,50,,8,6906.304824,0.999887856,-126.0446511,-565.2435184,6986.557295,130.8502414,0.479432959,353.5814724,-65.43046963,365.0970206
102,0,,4,833.02,0.993715234,-237.8942495,-359.3598302,826.52,1126.400648,0.890813483,-469.342175,-708.9819309,1630.63441
102,1,1,,,,,,,,,,,
102,2,1,,,,,,,,,,,
